,cue,ftype,qid,question,truth_coded,count,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_min,imagery_max,difficulty_mean,difficulty_std,difficulty_min,difficulty_max,facts_mean,facts_std,facts_min,facts_max,imagery_z,facts_z,difficulty_z,truth_normed,truth_agree,prop_visual
86,bottle,nonvisual,5,Is it an amphibian?,no,5.0,-2.0,0.0,-2.0,-2.0,0.4,0.8944271909999159,0.0,2.0,-1.8,0.44721359549995815,-2.0,-1.0,1.2,1.7888543819998317,0.0,4.0,-1.5976973652735478,0.2756370504963557,-0.7505044602977761,no,1.0,0.35714285714285715
87,bottle,visual,1,Does it have feet?,no,5.0,-0.6,0.8944271909999159,-2.0,0.0,0.4,0.5477225575051661,0.0,1.0,-1.2,0.8366600265340756,-2.0,0.0,0.4,0.8944271909999159,0.0,2.0,-1.5976973652735478,-0.947891793597124,0.6016536927315557,no,1.0,0.35714285714285715
88,bottle,visual,2,Does it have seeds?,no,7.0,-2.0,0.0,-2.0,-2.0,1.4285714285714286,1.1338934190276817,0.0,3.0,-2.0,0.0,-2.0,-2.0,0.8571428571428571,1.5735915849388864,0.0,4.0,0.0024762887418577927,-0.24873245411513564,-1.2012238446408865,no,1.0,0.35714285714285715
89,bottle,visual,3,Does it have armrests?,no,5.0,-1.6,0.8944271909999157,-2.0,0.0,2.0,1.8708286933869709,0.0,4.0,-0.8,1.6431676725154984,-2.0,1.0,1.8,1.7888543819998317,0.0,4.0,0.8914616520837498,1.1932836835664655,1.5030924614177763,no,1.0,0.35714285714285715
90,bottle,visual,4,Does it have eyes?,no,6.0,-1.6666666666666667,0.8164965809277259,-2.0,0.0,1.5,1.224744871391589,0.0,3.0,-1.0,0.8944271909999159,-2.0,0.0,1.1666666666666667,1.1690451944500122,0.0,3.0,0.11359945915959425,0.2246566819924609,1.0523730770746658,no,1.0,0.35714285714285715
91,bottle,visual,5,Does it have teeth?,no,3.0,-2.0,0.0,-2.0,-2.0,1.0,1.0,0.0,2.0,-2.0,0.0,-2.0,-2.0,1.6666666666666667,2.0816659994661326,0.0,4.0,-0.6642627337645614,0.9893622095508858,-1.2012238446408865,no,1.0,0.35714285714285715
92,camel,nonvisual,1,Does it live in the desert?,yes,8.0,1.625,0.5175491695067657,1.0,2.0,1.375,1.0606601717798212,0.0,3.0,-1.625,0.7440238091428449,-2.0,0.0,1.375,1.0606601717798212,0.0,3.0,-0.08086608907144464,0.5432839851418045,-0.35612499899755423,yes,1.0,0.46153846153846156
93,camel,nonvisual,2,Does it drink water?,yes,6.0,2.0,0.0,2.0,2.0,0.5,0.8366600265340756,0.0,2.0,-1.8333333333333333,0.4082482904638627,-2.0,-1.0,0.6666666666666666,1.2110601416389968,0.0,3.0,-1.4421249266887168,-0.5400488455659641,-0.8256243576882942,yes,1.0,0.46153846153846156
94,camel,nonvisual,3,Is it used by riding?,yes,7.0,1.7142857142857142,0.7559289460184543,0.0,2.0,0.8571428571428571,0.8997354108424372,0.0,2.0,-1.5714285714285714,0.5345224838248489,-2.0,-1.0,0.8571428571428571,0.8997354108424372,0.0,2.0,-0.8865090746000344,-0.24873245411513564,-0.2353965924770781,yes,1.0,0.46153846153846156
95,camel,nonvisual,4,Is it a mammal?,yes,6.0,1.6666666666666667,0.5163977794943221,1.0,2.0,0.5,0.5477225575051661,0.0,1.0,-1.5,0.5477225575051661,-2.0,-1.0,2.0,1.095445115010332,1.0,4.0,-1.4421249266887168,1.4991658945898356,-0.07442538378311019,yes,1.0,0.46153846153846156
96,camel,nonvisual,5,Does it spit?,yes,6.0,1.5,0.8366600265340756,0.0,2.0,1.8333333333333333,1.4719601443879744,0.0,4.0,-1.5,0.8366600265340756,-2.0,0.0,2.5,1.6431676725154984,0.0,4.0,0.6321742544423645,2.2638714221482603,-0.07442538378311019,yes,1.0,0.46153846153846156
97,camel,visual,1,Does it have a hump?,yes,5.0,2.0,0.0,2.0,2.0,1.6,1.3416407864998738,0.0,3.0,-2.0,0.0,-2.0,-2.0,1.0,1.224744871391589,0.0,3.0,0.2691718977444255,-0.03024516052701416,-1.2012238446408865,yes,1.0,0.46153846153846156
98,camel,visual,2,Is it brown?,yes,4.0,0.5,1.0,0.0,2.0,1.5,1.7320508075688772,0.0,4.0,-1.25,0.957427107756338,-2.0,0.0,1.5,0.5773502691896257,1.0,2.0,0.11359945915959425,0.7344603670314107,0.4889738466457779,,,0.46153846153846156
99,camel,visual,3,Does it have legs?,yes,6.0,2.0,0.0,2.0,2.0,0.6666666666666666,1.2110601416389968,0.0,3.0,-1.8333333333333333,0.4082482904638627,-2.0,-1.0,1.8333333333333333,1.7224014243685084,0.0,4.0,-1.182837529047332,1.2442640520703605,-0.8256243576882942,yes,1.0,0.46153846153846156
100,camel,visual,4,Is it large?,yes,4.0,1.0,0.8164965809277259,0.0,2.0,1.75,0.957427107756338,1.0,3.0,-1.75,0.5,-2.0,-1.0,0.5,0.5773502691896257,0.0,1.0,0.502530555621672,-0.794950688085439,-0.6378246142119983,yes,1.0,0.46153846153846156
101,camel,visual,5,Is it beige?,yes,5.0,1.0,0.7071067811865476,0.0,2.0,1.8,0.8366600265340757,1.0,3.0,-0.8,1.095445115010332,-2.0,1.0,0.6,0.5477225575051661,0.0,1.0,0.5803167749140876,-0.6420095825737541,1.5030924614177763,yes,1.0,0.46153846153846156
102,camel,nonvisual,1,Is it a bird?,no,2.0,-2.0,0.0,-2.0,-2.0,1.0,1.4142135623730951,0.0,2.0,-1.5,0.7071067811865476,-2.0,-1.0,1.0,1.4142135623730951,0.0,2.0,-0.6642627337645614,-0.03024516052701416,-0.07442538378311019,no,1.0,0.46153846153846156
103,camel,nonvisual,2,Is it graceful?,no,5.0,-0.4,0.8944271909999159,-1.0,1.0,2.0,1.224744871391589,1.0,4.0,-1.0,1.0,-2.0,0.0,1.0,1.4142135623730951,0.0,3.0,0.8914616520837498,-0.03024516052701416,1.0523730770746658,no,1.0,0.46153846153846156
104,camel,nonvisual,3,Does it eat?,no,8.0,1.375,0.9161253813129044,0.0,2.0,1.625,1.5059406173077154,0.0,4.0,-1.625,0.7440238091428449,-2.0,0.0,1.25,1.5811388300841898,0.0,4.0,0.30806500739063314,0.35210760325219825,-0.35612499899755423,yes,0.0,0.46153846153846156
105,camel,nonvisual,4,Does it live on a farm?,no,4.0,-0.5,0.5773502691896257,-1.0,0.0,1.5,1.2909944487358056,0.0,3.0,-1.5,0.5773502691896257,-2.0,-1.0,1.75,1.707825127659933,0.0,4.0,0.11359945915959425,1.116813130810623,-0.07442538378311019,no,1.0,0.46153846153846156
106,camel,nonvisual,5,Does it live in a coop?,no,5.0,-1.6,0.8944271909999157,-2.0,0.0,1.6,1.3416407864998738,0.0,3.0,-1.0,1.4142135623730951,-2.0,1.0,1.6,1.51657508881031,0.0,3.0,0.2691718977444255,0.8874014725430959,1.0523730770746658,no,1.0,0.46153846153846156
107,camel,visual,1,Does it have stripes?,no,3.0,-1.3333333333333333,1.1547005383792517,-2.0,0.0,1.0,1.0,0.0,2.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,0.6666666666666666,0.5773502691896258,0.0,1.0,-0.6642627337645614,-0.5400488455659641,-0.4500248707357024,no,1.0,0.46153846153846156
108,camel,visual,2,Does it have seeds?,no,6.0,-2.0,0.0,-2.0,-2.0,1.1666666666666667,0.7527726527090811,0.0,2.0,-1.3333333333333333,0.8164965809277259,-2.0,0.0,1.8333333333333333,1.4719601443879744,0.0,4.0,-0.404975336123176,1.2442640520703605,0.3011741031694821,no,1.0,0.46153846153846156
109,camel,visual,3,Does it have whiskers?,no,8.0,-0.875,1.1259916264596033,-2.0,1.0,1.75,1.035098339013531,0.0,3.0,-0.5,1.4142135623730951,-2.0,1.0,0.875,1.1259916264596033,0.0,3.0,0.502530555621672,-0.2214215424166204,2.1791715379324423,no,1.0,0.46153846153846156
110,camel,visual,4,Does it have a cork?,no,4.0,-2.0,0.0,-2.0,-2.0,1.75,1.707825127659933,0.0,4.0,-1.25,1.5,-2.0,1.0,0.75,0.957427107756338,0.0,2.0,0.502530555621672,-0.4125979243062266,0.4889738466457779,no,1.0,0.46153846153846156
111,camel,visual,5,Does it have green leaves?,no,8.0,-2.0,0.0,-2.0,-2.0,1.0,1.4142135623730951,0.0,4.0,-1.5,0.9258200997725514,-2.0,0.0,1.25,1.2817398889233114,0.0,3.0,-0.6642627337645614,0.35210760325219825,-0.07442538378311019,no,1.0,0.46153846153846156
112,carrot,nonvisual,1,Is it a vegetable?,yes,5.0,1.8,0.44721359549995815,1.0,2.0,0.8,0.8366600265340756,0.0,2.0,-1.8,0.44721359549995815,-2.0,-1.0,1.4,1.1401754250991378,0.0,3.0,-0.9754076109342236,0.5815192615197255,-0.7505044602977761,yes,1.0,0.25
113,carrot,nonvisual,2,Is it eaten by rabbits?,yes,5.0,1.4,0.8944271909999157,0.0,2.0,1.4,1.1401754250991378,0.0,3.0,-1.2,0.8366600265340756,-2.0,0.0,1.4,1.1401754250991378,0.0,3.0,-0.041972979425237,0.5815192615197255,0.6016536927315557,yes,1.0,0.25
114,carrot,nonvisual,3,Does it grow underground?,yes,4.0,1.25,1.5,-1.0,2.0,0.75,0.957427107756338,0.0,2.0,-1.5,0.5773502691896257,-2.0,-1.0,0.75,0.5,0.0,1.0,-1.053193830226639,-0.4125979243062266,-0.07442538378311019,yes,1.0,0.25
115,carrot,nonvisual,4,Is it a root?,yes,9.0,1.3333333333333333,1.118033988749895,-1.0,2.0,1.6666666666666667,0.7071067811865476,1.0,3.0,-0.7777777777777778,0.97182531580755,-2.0,1.0,1.8888888888888888,1.1666666666666663,0.0,3.0,0.3728868568009796,1.3292313329101857,1.5531723930114554,yes,1.0,0.25
116,carrot,visual,1,Is it orange?,yes,3.0,1.6666666666666667,0.5773502691896255,1.0,2.0,2.0,1.0,1.0,3.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,1.0,1.0,0.0,2.0,0.8914616520837498,-0.03024516052701416,-0.4500248707357024,yes,1.0,0.25
117,carrot,visual,2,Does it have a top?,yes,6.0,1.3333333333333333,0.8164965809277259,0.0,2.0,1.3333333333333333,1.0327955589886446,0.0,3.0,-1.5,0.8366600265340756,-2.0,0.0,0.6666666666666666,0.8164965809277259,0.0,2.0,-0.14568793848179104,-0.5400488455659641,-0.07442538378311019,yes,1.0,0.25
118,carrot,visual,3,Is it long?,yes,8.0,0.5,1.3093073414159542,-2.0,2.0,2.25,0.8864052604279183,1.0,4.0,-1.375,0.7440238091428449,-2.0,0.0,0.625,1.1877349391654208,0.0,3.0,1.2803927485458275,-0.6037743061958328,0.20727423143133386,yes,1.0,0.25
119,carrot,visual,4,Does it have a pointed end?,yes,7.0,1.8571428571428568,0.3779644730092273,1.0,2.0,3.0,1.0,2.0,4.0,-1.8571428571428568,0.3779644730092273,-2.0,-1.0,1.5714285714285714,1.2724180205607036,0.0,4.0,2.447186037932061,0.8437040138254713,-0.8792814272529506,yes,1.0,0.25
120,carrot,nonvisual,1,Is it used for holding things?,no,6.0,-2.0,0.0,-2.0,-2.0,1.0,1.095445115010332,0.0,3.0,-1.8333333333333333,0.4082482904638627,-2.0,-1.0,0.6666666666666666,0.8164965809277259,0.0,2.0,-0.6642627337645614,-0.5400488455659641,-0.8256243576882942,no,1.0,0.25
121,carrot,nonvisual,2,Does it live in swamps?,no,5.0,-1.6,0.8944271909999157,-2.0,0.0,1.0,0.7071067811865476,0.0,2.0,-1.6,0.8944271909999157,-2.0,0.0,1.2,1.7888543819998317,0.0,4.0,-0.6642627337645614,0.2756370504963557,-0.29978507595466564,no,1.0,0.25
122,carrot,nonvisual,3,Does it live in Africa?,no,5.0,-0.4,1.1401754250991378,-2.0,1.0,0.6,0.8944271909999159,0.0,2.0,-1.0,1.0,-2.0,0.0,0.6,0.8944271909999159,0.0,2.0,-1.286552488103886,-0.6420095825737541,1.0523730770746658,,,0.25
123,carrot,nonvisual,4,Is it an animal?,no,6.0,-1.5,1.224744871391589,-2.0,1.0,0.16666666666666666,0.40824829046386296,0.0,1.0,-1.5,0.8366600265340756,-2.0,0.0,1.1666666666666667,1.6020819787597222,0.0,4.0,-1.9606997219714872,0.2246566819924609,-0.07442538378311019,no,1.0,0.25
124,carrot,visual,1,Is it brown?,no,4.0,-1.25,0.5,-2.0,-1.0,1.75,0.5,1.0,2.0,-1.5,0.5773502691896257,-2.0,-1.0,1.0,1.4142135623730951,0.0,3.0,0.502530555621672,-0.03024516052701416,-0.07442538378311019,no,1.0,0.25
125,carrot,visual,2,Does it have four legs?,no,6.0,-2.0,0.0,-2.0,-2.0,0.5,0.5477225575051661,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-1.4421249266887168,-1.559656215643864,-1.2012238446408865,no,1.0,0.25
126,carrot,visual,3,Does it have many cars?,no,4.0,-2.0,0.0,-2.0,-2.0,1.0,2.0,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-0.6642627337645614,-1.559656215643864,-1.2012238446408865,no,1.0,0.25
127,carrot,visual,4,Does it have wings?,no,6.0,-2.0,0.0,-2.0,-2.0,1.0,1.6733200530681511,0.0,4.0,-1.8333333333333333,0.4082482904638627,-2.0,-1.0,0.0,0.0,0.0,0.0,-0.6642627337645614,-1.559656215643864,-0.8256243576882942,no,1.0,0.25
128,chair,nonvisual,1,Is it used for sitting on?,yes,4.0,1.75,0.5,1.0,2.0,0.75,0.5,0.0,1.0,-1.5,0.5773502691896257,-2.0,-1.0,1.0,1.1547005383792517,0.0,2.0,-1.053193830226639,-0.03024516052701416,-0.07442538378311019,yes,1.0,0.4666666666666667
129,chair,nonvisual,2,Is it furniture?,yes,5.0,2.0,0.0,2.0,2.0,0.6,1.3416407864998738,0.0,3.0,-1.8,0.44721359549995815,-2.0,-1.0,0.4,0.5477225575051661,0.0,1.0,-1.286552488103886,-0.947891793597124,-0.7505044602977761,yes,1.0,0.4666666666666667
130,chair,nonvisual,3,Is it comfortable?,yes,4.0,0.25,0.5,0.0,1.0,1.25,1.5,0.0,3.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0,-0.2753316373024836,-1.559656215643864,-0.6378246142119983,,,0.4666666666666667
131,chair,nonvisual,4,Is it used for relaxing?,yes,5.0,2.0,0.0,2.0,2.0,0.6,0.8944271909999159,0.0,2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-1.286552488103886,-1.559656215643864,-1.2012238446408865,yes,1.0,0.4666666666666667
132,chair,nonvisual,5,Is it found at tables?,yes,6.0,1.3333333333333333,0.8164965809277259,0.0,2.0,2.1666666666666665,1.4719601443879744,0.0,4.0,-1.6666666666666667,0.5163977794943221,-2.0,-1.0,0.3333333333333333,0.5163977794943223,0.0,1.0,1.1507490497251347,-1.0498525306049142,-0.4500248707357024,yes,1.0,0.4666666666666667
133,chair,visual,1,Does it have legs?,yes,10.0,1.6,0.6992058987801009,0.0,2.0,1.7,1.3374935098492586,0.0,4.0,-1.5,1.0801234497346437,-2.0,1.0,0.8,1.0327955589886444,0.0,3.0,0.4247443363292564,-0.3361273715503839,-0.07442538378311019,yes,1.0,0.4666666666666667
134,chair,visual,2,Is it made of wood?,yes,6.0,0.5,0.5477225575051661,0.0,1.0,2.1666666666666665,1.4719601443879744,1.0,4.0,-1.3333333333333333,0.8164965809277259,-2.0,0.0,0.5,0.8366600265340756,0.0,2.0,1.1507490497251347,-0.794950688085439,0.3011741031694821,yes,1.0,0.4666666666666667
135,chair,visual,3,Does it have armrests?,yes,4.0,0.75,0.957427107756338,0.0,2.0,1.5,1.0,1.0,3.0,-1.75,0.5,-2.0,-1.0,0.5,1.0,0.0,2.0,0.11359945915959425,-0.794950688085439,-0.6378246142119983,yes,1.0,0.4666666666666667
136,chair,visual,4,Does it have a seat?,yes,9.0,2.0,0.0,2.0,2.0,1.5555555555555556,1.3333333333333333,0.0,4.0,-1.8888888888888888,0.3333333333333328,-2.0,-1.0,0.6666666666666666,1.118033988749895,0.0,3.0,0.20002859170672269,-0.5400488455659641,-0.9508241866724916,yes,1.0,0.4666666666666667
137,chair,visual,5,Does it have a cushion?,yes,4.0,0.0,0.0,0.0,0.0,2.0,1.8257418583505536,0.0,4.0,-1.25,1.5,-2.0,1.0,0.75,1.5,0.0,3.0,0.8914616520837498,-0.4125979243062266,0.4889738466457779,,,0.4666666666666667
138,chair,nonvisual,1,Is it a fruit?,no,7.0,-1.5714285714285714,1.1338934190276817,-2.0,1.0,0.7142857142857143,0.7559289460184544,0.0,2.0,-1.8571428571428568,0.3779644730092273,-2.0,-1.0,0.7142857142857143,1.1126972805283737,0.0,3.0,-1.1087554154355073,-0.4672197477032569,-0.8792814272529506,no,1.0,0.4666666666666667
139,chair,nonvisual,2,Is it nutritious?,no,7.0,-1.5714285714285714,1.1338934190276817,-2.0,1.0,0.42857142857142855,0.7867957924694432,0.0,2.0,-1.8571428571428568,0.3779644730092273,-2.0,-1.0,0.8571428571428571,1.2149857925879115,0.0,3.0,-1.5532480971064533,-0.24873245411513564,-0.8792814272529506,no,1.0,0.4666666666666667
140,chair,nonvisual,3,Is it a root?,no,6.0,-2.0,0.0,-2.0,-2.0,1.0,1.5491933384829668,0.0,4.0,-1.3333333333333333,1.2110601416389968,-2.0,1.0,0.8333333333333334,1.3291601358251257,0.0,3.0,-0.6642627337645614,-0.28514700304648904,0.3011741031694821,no,1.0,0.4666666666666667
141,chair,nonvisual,4,Is it used in circuses?,no,7.0,0.42857142857142855,0.5345224838248488,0.0,1.0,1.5714285714285714,0.9759000729485332,0.0,3.0,-0.5714285714285714,0.5345224838248488,-1.0,0.0,0.7142857142857143,0.951189731211342,0.0,2.0,0.22472262957733072,-0.4672197477032569,2.0182003292384745,yes,0.0,0.4666666666666667
142,chair,nonvisual,5,Is it an animal?,no,4.0,-2.0,0.0,-2.0,-2.0,1.5,1.2909944487358056,0.0,3.0,-1.75,0.5,-2.0,-1.0,1.25,1.5,0.0,3.0,0.11359945915959425,0.35210760325219825,-0.6378246142119983,no,1.0,0.4666666666666667
143,chair,visual,1,Is it long?,no,7.0,-0.7142857142857143,0.7559289460184544,-2.0,0.0,1.4285714285714286,1.1338934190276817,0.0,3.0,-1.5714285714285714,0.5345224838248489,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0024762887418577927,-1.559656215643864,-0.2353965924770781,no,1.0,0.4666666666666667
144,chair,visual,2,Does it have a tail?,no,6.0,-2.0,0.0,-2.0,-2.0,0.3333333333333333,0.5163977794943223,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.16666666666666666,0.40824829046386296,0.0,1.0,-1.7014123243301025,-1.3047543731243891,-1.2012238446408865,no,1.0,0.4666666666666667
145,chair,visual,3,Does it have a snout?,no,6.0,-1.5,0.8366600265340756,-2.0,0.0,0.8333333333333334,0.983192080250175,0.0,2.0,-1.3333333333333333,1.0327955589886446,-2.0,0.0,0.6666666666666666,1.2110601416389968,0.0,3.0,-0.9235501314059464,-0.5400488455659641,0.3011741031694821,no,1.0,0.4666666666666667
146,chair,visual,4,Is it orange?,no,4.0,-0.75,0.957427107756338,-2.0,0.0,2.25,1.5,1.0,4.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0,1.2803927485458275,-1.559656215643864,-0.6378246142119983,no,1.0,0.4666666666666667
147,chair,visual,5,Does it have a tail?,no,5.0,-0.8,1.7888543819998317,-2.0,2.0,3.2,1.095445115010332,2.0,4.0,-1.8,0.44721359549995815,-2.0,-1.0,1.2,1.7888543819998317,0.0,4.0,2.758330915101724,0.2756370504963557,-0.7505044602977761,no,1.0,0.4666666666666667
148,chicken,nonvisual,1,Does it lay eggs?,yes,6.0,1.6666666666666667,0.5163977794943221,1.0,2.0,2.833333333333333,1.6020819787597222,0.0,4.0,-1.3333333333333333,1.6329931618554518,-2.0,2.0,2.5,1.9748417658131496,0.0,4.0,2.187898640290676,2.2638714221482603,0.3011741031694821,yes,1.0,0.5555555555555556
149,chicken,nonvisual,2,Does it live on a farm?,yes,5.0,1.4,0.547722557505166,1.0,2.0,1.2,0.8366600265340756,0.0,2.0,-1.2,0.8366600265340756,-2.0,0.0,0.8,0.8366600265340756,0.0,2.0,-0.35311785659489914,-0.3361273715503839,0.6016536927315557,yes,1.0,0.5555555555555556
150,chicken,nonvisual,3,Does it eat grain?,yes,4.0,1.5,0.5773502691896257,1.0,2.0,1.25,0.957427107756338,0.0,2.0,-1.0,1.4142135623730951,-2.0,1.0,0.75,0.957427107756338,0.0,2.0,-0.2753316373024836,-0.4125979243062266,1.0523730770746658,yes,1.0,0.5555555555555556
151,chicken,nonvisual,4,Is it eaten by frying?,yes,2.0,1.0,1.4142135623730951,0.0,2.0,2.0,0.0,2.0,2.0,-1.0,0.0,-1.0,-1.0,1.5,0.7071067811865476,1.0,2.0,0.8914616520837498,0.7344603670314107,1.0523730770746658,,,0.5555555555555556
152,chicken,nonvisual,5,Does it live in a coop?,yes,5.0,1.4,0.547722557505166,1.0,2.0,1.4,1.51657508881031,0.0,4.0,-1.6,0.547722557505166,-2.0,-1.0,0.6,0.8944271909999159,0.0,2.0,-0.041972979425237,-0.6420095825737541,-0.29978507595466564,yes,1.0,0.5555555555555556
153,chicken,visual,1,Does it have feathers?,yes,6.0,1.5,0.8366600265340756,0.0,2.0,2.5,1.224744871391589,1.0,4.0,-1.0,1.2649110640673518,-2.0,1.0,2.1666666666666665,1.3291601358251257,0.0,4.0,1.669323845007905,1.7540677371093103,1.0523730770746658,yes,1.0,0.5555555555555556
154,chicken,visual,2,Does it have wings?,yes,4.0,2.0,0.0,2.0,2.0,1.25,1.5,0.0,3.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0,-0.2753316373024836,-1.559656215643864,-0.6378246142119983,yes,1.0,0.5555555555555556
155,chicken,visual,3,Does it have a beak?,yes,5.0,1.6,0.8944271909999157,0.0,2.0,1.4,0.547722557505166,1.0,2.0,-1.2,1.3038404810405295,-2.0,1.0,1.6,0.8944271909999157,1.0,3.0,-0.041972979425237,0.8874014725430959,0.6016536927315557,yes,1.0,0.5555555555555556
156,chicken,visual,4,Does it have legs?,yes,7.0,2.0,0.0,2.0,2.0,1.1428571428571428,0.6900655593423543,0.0,2.0,-2.0,0.0,-2.0,-2.0,0.42857142857142855,0.7867957924694432,0.0,2.0,-0.4420163929290884,-0.9041943348794996,-1.2012238446408865,yes,1.0,0.5555555555555556
157,chicken,nonvisual,1,Is it used for holding liquids?,no,4.0,-2.0,0.0,-2.0,-2.0,0.75,0.957427107756338,0.0,2.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0,-1.053193830226639,-1.559656215643864,-0.6378246142119983,no,1.0,0.5555555555555556
158,chicken,nonvisual,2,Is it a mammal?,no,7.0,-1.4285714285714286,1.5118578920369088,-2.0,2.0,1.1428571428571428,0.8997354108424375,0.0,2.0,-1.5714285714285714,0.5345224838248489,-2.0,-1.0,2.142857142857143,1.4638501094227996,0.0,4.0,-0.4420163929290884,1.7176531881779569,-0.2353965924770781,no,1.0,0.5555555555555556
159,chicken,nonvisual,3,Is it used for making jam?,no,4.0,-2.0,0.0,-2.0,-2.0,0.5,0.5773502691896257,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.25,0.5,0.0,1.0,-1.4421249266887168,-1.1773034518646517,-1.2012238446408865,no,1.0,0.5555555555555556
160,chicken,nonvisual,4,Is it worn for the rain?,no,3.0,-2.0,0.0,-2.0,-2.0,0.6666666666666666,0.5773502691896258,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.6666666666666666,0.5773502691896258,0.0,1.0,-1.182837529047332,-0.5400488455659641,-1.2012238446408865,no,1.0,0.5555555555555556
161,chicken,nonvisual,5,Is it comfortable?,no,5.0,-0.2,0.8366600265340756,-1.0,1.0,1.4,1.1401754250991378,0.0,3.0,-0.6,1.1401754250991378,-2.0,1.0,0.6,0.8944271909999159,0.0,2.0,-0.041972979425237,-0.6420095825737541,1.953811845760887,,,0.5555555555555556
162,chicken,visual,1,Is it orange?,no,4.0,-1.25,0.957427107756338,-2.0,0.0,1.5,1.0,0.0,2.0,-0.75,1.2583057392117916,-2.0,1.0,1.5,1.914854215512676,0.0,4.0,0.11359945915959425,0.7344603670314107,1.6157723075035542,no,1.0,0.5555555555555556
163,chicken,visual,2,Is it yellow?,no,5.0,-0.6,1.1401754250991378,-2.0,1.0,2.2,1.3038404810405295,1.0,4.0,-1.0,1.4142135623730951,-2.0,1.0,1.0,1.0,0.0,2.0,1.2026065292534125,-0.03024516052701416,1.0523730770746658,no,1.0,0.5555555555555556
164,chicken,visual,3,Does it have hooves?,no,5.0,-2.0,0.0,-2.0,-2.0,1.2,1.6431676725154984,0.0,4.0,-1.8,0.44721359549995815,-2.0,-1.0,1.0,1.224744871391589,0.0,3.0,-0.35311785659489914,-0.03024516052701416,-0.7505044602977761,no,1.0,0.5555555555555556
165,chicken,visual,4,Does it have four legs?,no,4.0,-1.0,2.0,-2.0,2.0,0.5,0.5773502691896257,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.25,0.5,0.0,1.0,-1.4421249266887168,-1.1773034518646517,-1.2012238446408865,,,0.5555555555555556
166,deer,nonvisual,1,Is it hunted by people?,yes,5.0,1.4,0.8944271909999157,0.0,2.0,1.0,0.7071067811865476,0.0,2.0,-2.0,0.0,-2.0,-2.0,0.8,0.8366600265340756,0.0,2.0,-0.6642627337645614,-0.3361273715503839,-1.2012238446408865,yes,1.0,0.5625
167,deer,nonvisual,2,Is it fast?,yes,5.0,1.0,1.0,0.0,2.0,1.8,1.6431676725154984,0.0,4.0,-1.4,0.8944271909999157,-2.0,0.0,2.0,1.5811388300841898,0.0,4.0,0.5803167749140876,1.4991658945898356,0.15093430838844527,yes,1.0,0.5625
168,deer,nonvisual,3,Is it a mammal?,yes,6.0,2.0,0.0,2.0,2.0,1.6666666666666667,1.6329931618554518,0.0,4.0,-1.1666666666666667,0.7527726527090811,-2.0,0.0,1.3333333333333333,1.2110601416389968,0.0,3.0,0.3728868568009796,0.4795585245119357,0.6767735901220738,yes,1.0,0.5625
169,deer,nonvisual,4,Is it an herbivore?,yes,4.0,0.25,1.707825127659933,-2.0,2.0,1.0,0.8164965809277259,0.0,2.0,-1.0,0.8164965809277259,-2.0,0.0,1.75,0.957427107756338,1.0,3.0,-0.6642627337645614,1.116813130810623,1.0523730770746658,,,0.5625
170,deer,nonvisual,5,Is it timid?,yes,3.0,1.6666666666666667,0.5773502691896255,1.0,2.0,2.333333333333333,0.5773502691896263,2.0,3.0,-1.3333333333333333,1.1547005383792517,-2.0,0.0,1.0,1.0,0.0,2.0,1.4100364473665203,-0.03024516052701416,0.3011741031694821,yes,1.0,0.5625
171,deer,visual,1,Does it have antlers?,yes,5.0,0.4,0.5477225575051661,0.0,1.0,1.6,0.8944271909999157,1.0,3.0,-0.6,1.3416407864998738,-2.0,1.0,1.0,1.224744871391589,0.0,3.0,0.2691718977444255,-0.03024516052701416,1.953811845760887,yes,1.0,0.5625
172,deer,visual,2,Does it have four legs?,yes,4.0,2.0,0.0,2.0,2.0,1.0,1.4142135623730951,0.0,3.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0,-0.6642627337645614,-1.559656215643864,-0.6378246142119983,yes,1.0,0.5625
173,deer,visual,3,Does it have eyes?,yes,6.0,2.0,0.0,2.0,2.0,2.1666666666666665,1.4719601443879744,1.0,4.0,-1.8333333333333333,0.4082482904638627,-2.0,-1.0,0.8333333333333334,0.983192080250175,0.0,2.0,1.1507490497251347,-0.28514700304648904,-0.8256243576882942,yes,1.0,0.5625
