cue,ftype,qid,question,truth_coded,count,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_min,imagery_max,difficulty_mean,difficulty_std,difficulty_min,difficulty_max,facts_mean,facts_std,facts_min,facts_max,imagery_z,facts_z,difficulty_z,truth_normed,truth_agree
camel,nonvisual,1,Does it live in the desert?,yes,8.0,1.625,0.5175491695067657,1.0,2.0,1.375,1.0606601717798212,0.0,3.0,-1.625,0.7440238091428449,-2.0,0.0,1.375,1.0606601717798212,0.0,3.0,-0.08086608907144464,0.5432839851418045,-0.35612499899755423,yes,1.0
camel,nonvisual,2,Does it drink water?,yes,6.0,2.0,0.0,2.0,2.0,0.5,0.8366600265340756,0.0,2.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.6666666666666666,1.2110601416389968,0.0,3.0,-1.4421249266887168,-0.5400488455659641,-0.8256243576882942,yes,1.0
camel,nonvisual,3,Is it used by riding?,yes,7.0,1.7142857142857142,0.7559289460184543,0.0,2.0,0.8571428571428571,0.8997354108424372,0.0,2.0,-1.5714285714285714,0.5345224838248489,-2.0,-1.0,0.8571428571428571,0.8997354108424372,0.0,2.0,-0.8865090746000344,-0.24873245411513564,-0.23539659247707814,yes,1.0
camel,nonvisual,4,Is it a mammal?,yes,6.0,1.6666666666666667,0.5163977794943221,1.0,2.0,0.5,0.5477225575051661,0.0,1.0,-1.5,0.5477225575051661,-2.0,-1.0,2.0,1.0954451150103321,1.0,4.0,-1.4421249266887168,1.4991658945898356,-0.07442538378311019,yes,1.0
camel,nonvisual,5,Does it spit?,yes,6.0,1.5,0.8366600265340756,0.0,2.0,1.8333333333333333,1.4719601443879744,0.0,4.0,-1.5,0.8366600265340756,-2.0,0.0,2.5,1.6431676725154984,0.0,4.0,0.6321742544423645,2.2638714221482603,-0.07442538378311019,yes,1.0
camel,visual,1,Does it have a hump?,yes,5.0,2.0,0.0,2.0,2.0,1.6,1.3416407864998738,0.0,3.0,-2.0,0.0,-2.0,-2.0,1.0,1.224744871391589,0.0,3.0,0.2691718977444255,-0.030245160527014165,-1.2012238446408865,yes,1.0
camel,visual,2,Is it brown?,yes,4.0,0.5,1.0,0.0,2.0,1.5,1.7320508075688772,0.0,4.0,-1.25,0.9574271077563381,-2.0,0.0,1.5,0.5773502691896257,1.0,2.0,0.11359945915959425,0.7344603670314107,0.4889738466457779,,
camel,visual,3,Does it have legs?,yes,6.0,2.0,0.0,2.0,2.0,0.6666666666666666,1.2110601416389968,0.0,3.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,1.8333333333333333,1.7224014243685084,0.0,4.0,-1.1828375290473319,1.2442640520703605,-0.8256243576882942,yes,1.0
camel,visual,4,Is it large?,yes,4.0,1.0,0.816496580927726,0.0,2.0,1.75,0.9574271077563381,1.0,3.0,-1.75,0.5,-2.0,-1.0,0.5,0.5773502691896257,0.0,1.0,0.502530555621672,-0.794950688085439,-0.6378246142119983,yes,1.0
camel,visual,5,Is it beige?,yes,5.0,1.0,0.7071067811865476,0.0,2.0,1.8,0.8366600265340757,1.0,3.0,-0.8,1.0954451150103321,-2.0,1.0,0.6,0.5477225575051661,0.0,1.0,0.5803167749140876,-0.6420095825737541,1.5030924614177765,yes,1.0
camel,nonvisual,1,Is it a bird?,no,2.0,-2.0,0.0,-2.0,-2.0,1.0,1.4142135623730951,0.0,2.0,-1.5,0.7071067811865476,-2.0,-1.0,1.0,1.4142135623730951,0.0,2.0,-0.6642627337645614,-0.030245160527014165,-0.07442538378311019,no,1.0
camel,nonvisual,2,Is it graceful?,no,5.0,-0.4,0.8944271909999159,-1.0,1.0,2.0,1.224744871391589,1.0,4.0,-1.0,1.0,-2.0,0.0,1.0,1.4142135623730951,0.0,3.0,0.8914616520837498,-0.030245160527014165,1.052373077074666,no,1.0
camel,nonvisual,3,Does it eat?,no,8.0,1.375,0.9161253813129043,0.0,2.0,1.625,1.5059406173077154,0.0,4.0,-1.625,0.7440238091428449,-2.0,0.0,1.25,1.5811388300841898,0.0,4.0,0.30806500739063314,0.35210760325219825,-0.35612499899755423,yes,0.0
camel,nonvisual,4,Does it live on a farm?,no,4.0,-0.5,0.5773502691896257,-1.0,0.0,1.5,1.2909944487358056,0.0,3.0,-1.5,0.5773502691896257,-2.0,-1.0,1.75,1.707825127659933,0.0,4.0,0.11359945915959425,1.116813130810623,-0.07442538378311019,no,1.0
camel,nonvisual,5,Does it live in a coop?,no,5.0,-1.6,0.8944271909999157,-2.0,0.0,1.6,1.3416407864998738,0.0,3.0,-1.0,1.4142135623730951,-2.0,1.0,1.6,1.51657508881031,0.0,3.0,0.2691718977444255,0.8874014725430959,1.052373077074666,no,1.0
camel,visual,1,Does it have stripes?,no,3.0,-1.3333333333333333,1.1547005383792517,-2.0,0.0,1.0,1.0,0.0,2.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,0.6666666666666666,0.5773502691896258,0.0,1.0,-0.6642627337645614,-0.5400488455659641,-0.4500248707357024,no,1.0
camel,visual,2,Does it have seeds?,no,6.0,-2.0,0.0,-2.0,-2.0,1.1666666666666667,0.7527726527090811,0.0,2.0,-1.3333333333333333,0.816496580927726,-2.0,0.0,1.8333333333333333,1.4719601443879744,0.0,4.0,-0.404975336123176,1.2442640520703605,0.30117410316948207,no,1.0
camel,visual,3,Does it have whiskers?,no,8.0,-0.875,1.1259916264596033,-2.0,1.0,1.75,1.0350983390135313,0.0,3.0,-0.5,1.4142135623730951,-2.0,1.0,0.875,1.1259916264596033,0.0,3.0,0.502530555621672,-0.22142154241662038,2.1791715379324423,no,1.0
camel,visual,4,Does it have a cork?,no,4.0,-2.0,0.0,-2.0,-2.0,1.75,1.707825127659933,0.0,4.0,-1.25,1.5,-2.0,1.0,0.75,0.9574271077563381,0.0,2.0,0.502530555621672,-0.4125979243062266,0.4889738466457779,no,1.0
camel,visual,5,Does it have green leaves?,no,8.0,-2.0,0.0,-2.0,-2.0,1.0,1.4142135623730951,0.0,4.0,-1.5,0.9258200997725514,-2.0,0.0,1.25,1.2817398889233114,0.0,3.0,-0.6642627337645614,0.35210760325219825,-0.07442538378311019,no,1.0
carrot,nonvisual,1,Is it a vegetable?,yes,5.0,1.8,0.44721359549995815,1.0,2.0,0.8,0.8366600265340756,0.0,2.0,-1.8,0.44721359549995815,-2.0,-1.0,1.4,1.1401754250991378,0.0,3.0,-0.9754076109342235,0.5815192615197255,-0.7505044602977761,yes,1.0
carrot,nonvisual,2,Is it eaten by rabbits?,yes,5.0,1.4,0.8944271909999157,0.0,2.0,1.4,1.1401754250991378,0.0,3.0,-1.2,0.8366600265340756,-2.0,0.0,1.4,1.1401754250991378,0.0,3.0,-0.041972979425237,0.5815192615197255,0.6016536927315557,yes,1.0
carrot,nonvisual,3,Does it grow underground?,yes,4.0,1.25,1.5,-1.0,2.0,0.75,0.9574271077563381,0.0,2.0,-1.5,0.5773502691896257,-2.0,-1.0,0.75,0.5,0.0,1.0,-1.053193830226639,-0.4125979243062266,-0.07442538378311019,yes,1.0
carrot,nonvisual,4,Is it a root?,yes,9.0,1.3333333333333333,1.118033988749895,-1.0,2.0,1.6666666666666667,0.7071067811865476,1.0,3.0,-0.7777777777777778,0.97182531580755,-2.0,1.0,1.8888888888888888,1.1666666666666665,0.0,3.0,0.37288685680097955,1.3292313329101855,1.5531723930114554,yes,1.0
carrot,visual,1,Is it orange?,yes,3.0,1.6666666666666667,0.5773502691896255,1.0,2.0,2.0,1.0,1.0,3.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,1.0,1.0,0.0,2.0,0.8914616520837498,-0.030245160527014165,-0.4500248707357024,yes,1.0
carrot,visual,2,Does it have a top?,yes,6.0,1.3333333333333333,0.816496580927726,0.0,2.0,1.3333333333333333,1.0327955589886446,0.0,3.0,-1.5,0.8366600265340756,-2.0,0.0,0.6666666666666666,0.816496580927726,0.0,2.0,-0.14568793848179104,-0.5400488455659641,-0.07442538378311019,yes,1.0
carrot,visual,3,Is it long?,yes,8.0,0.5,1.3093073414159542,-2.0,2.0,2.25,0.8864052604279183,1.0,4.0,-1.375,0.7440238091428449,-2.0,0.0,0.625,1.1877349391654208,0.0,3.0,1.2803927485458275,-0.6037743061958328,0.20727423143133386,yes,1.0
carrot,visual,4,Does it have a pointed end?,yes,7.0,1.8571428571428572,0.3779644730092273,1.0,2.0,3.0,1.0,2.0,4.0,-1.8571428571428572,0.3779644730092273,-2.0,-1.0,1.5714285714285714,1.2724180205607036,0.0,4.0,2.447186037932061,0.8437040138254713,-0.8792814272529506,yes,1.0
carrot,nonvisual,1,Is it used for holding things?,no,6.0,-2.0,0.0,-2.0,-2.0,1.0,1.0954451150103321,0.0,3.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.6666666666666666,0.816496580927726,0.0,2.0,-0.6642627337645614,-0.5400488455659641,-0.8256243576882942,no,1.0
carrot,nonvisual,2,Does it live in swamps?,no,5.0,-1.6,0.8944271909999157,-2.0,0.0,1.0,0.7071067811865476,0.0,2.0,-1.6,0.8944271909999157,-2.0,0.0,1.2,1.7888543819998317,0.0,4.0,-0.6642627337645614,0.27563705049635573,-0.29978507595466564,no,1.0
carrot,nonvisual,3,Does it live in Africa?,no,5.0,-0.4,1.140175425099138,-2.0,1.0,0.6,0.8944271909999159,0.0,2.0,-1.0,1.0,-2.0,0.0,0.6,0.8944271909999159,0.0,2.0,-1.286552488103886,-0.6420095825737541,1.052373077074666,,
carrot,nonvisual,4,Is it an animal?,no,6.0,-1.5,1.224744871391589,-2.0,1.0,0.16666666666666666,0.408248290463863,0.0,1.0,-1.5,0.8366600265340756,-2.0,0.0,1.1666666666666667,1.6020819787597222,0.0,4.0,-1.9606997219714872,0.22465668199246092,-0.07442538378311019,no,1.0
carrot,visual,1,Is it brown?,no,4.0,-1.25,0.5,-2.0,-1.0,1.75,0.5,1.0,2.0,-1.5,0.5773502691896257,-2.0,-1.0,1.0,1.4142135623730951,0.0,3.0,0.502530555621672,-0.030245160527014165,-0.07442538378311019,no,1.0
carrot,visual,2,Does it have four legs?,no,6.0,-2.0,0.0,-2.0,-2.0,0.5,0.5477225575051661,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-1.4421249266887168,-1.559656215643864,-1.2012238446408865,no,1.0
carrot,visual,3,Does it have many cars?,no,4.0,-2.0,0.0,-2.0,-2.0,1.0,2.0,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-0.6642627337645614,-1.559656215643864,-1.2012238446408865,no,1.0
carrot,visual,4,Does it have wings?,no,6.0,-2.0,0.0,-2.0,-2.0,1.0,1.6733200530681511,0.0,4.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.0,0.0,0.0,0.0,-0.6642627337645614,-1.559656215643864,-0.8256243576882942,no,1.0
chair,nonvisual,1,Is it used for sitting on?,yes,4.0,1.75,0.5,1.0,2.0,0.75,0.5,0.0,1.0,-1.5,0.5773502691896257,-2.0,-1.0,1.0,1.1547005383792515,0.0,2.0,-1.053193830226639,-0.030245160527014165,-0.07442538378311019,yes,1.0
chair,nonvisual,2,Is it furniture?,yes,5.0,2.0,0.0,2.0,2.0,0.6,1.3416407864998738,0.0,3.0,-1.8,0.44721359549995815,-2.0,-1.0,0.4,0.5477225575051661,0.0,1.0,-1.286552488103886,-0.9478917935971239,-0.7505044602977761,yes,1.0
chair,nonvisual,3,Is it comfortable?,yes,4.0,0.25,0.5,0.0,1.0,1.25,1.5,0.0,3.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0,-0.27533163730248356,-1.559656215643864,-0.6378246142119983,,
chair,nonvisual,4,Is it used for relaxing?,yes,5.0,2.0,0.0,2.0,2.0,0.6,0.8944271909999159,0.0,2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-1.286552488103886,-1.559656215643864,-1.2012238446408865,yes,1.0
chair,nonvisual,5,Is it found at tables?,yes,6.0,1.3333333333333333,0.816496580927726,0.0,2.0,2.1666666666666665,1.4719601443879744,0.0,4.0,-1.6666666666666667,0.5163977794943221,-2.0,-1.0,0.3333333333333333,0.5163977794943223,0.0,1.0,1.1507490497251347,-1.049852530604914,-0.4500248707357024,yes,1.0
chair,visual,1,Does it have legs?,yes,10.0,1.6,0.6992058987801009,0.0,2.0,1.7,1.3374935098492586,0.0,4.0,-1.5,1.0801234497346435,-2.0,1.0,0.8,1.0327955589886444,0.0,3.0,0.4247443363292564,-0.336127371550384,-0.07442538378311019,yes,1.0
chair,visual,2,Is it made of wood?,yes,6.0,0.5,0.5477225575051661,0.0,1.0,2.1666666666666665,1.4719601443879744,1.0,4.0,-1.3333333333333333,0.816496580927726,-2.0,0.0,0.5,0.8366600265340756,0.0,2.0,1.1507490497251347,-0.794950688085439,0.30117410316948207,yes,1.0
chair,visual,3,Does it have armrests?,yes,4.0,0.75,0.9574271077563381,0.0,2.0,1.5,1.0,1.0,3.0,-1.75,0.5,-2.0,-1.0,0.5,1.0,0.0,2.0,0.11359945915959425,-0.794950688085439,-0.6378246142119983,yes,1.0
chair,visual,4,Does it have a seat?,yes,9.0,2.0,0.0,2.0,2.0,1.5555555555555556,1.3333333333333333,0.0,4.0,-1.8888888888888888,0.33333333333333276,-2.0,-1.0,0.6666666666666666,1.118033988749895,0.0,3.0,0.20002859170672269,-0.5400488455659641,-0.9508241866724916,yes,1.0
chair,visual,5,Does it have a cushion?,yes,4.0,0.0,0.0,0.0,0.0,2.0,1.8257418583505538,0.0,4.0,-1.25,1.5,-2.0,1.0,0.75,1.5,0.0,3.0,0.8914616520837498,-0.4125979243062266,0.4889738466457779,,
chair,nonvisual,1,Is it a fruit?,no,7.0,-1.5714285714285714,1.1338934190276817,-2.0,1.0,0.7142857142857143,0.7559289460184544,0.0,2.0,-1.8571428571428572,0.3779644730092273,-2.0,-1.0,0.7142857142857143,1.1126972805283737,0.0,3.0,-1.1087554154355073,-0.4672197477032569,-0.8792814272529506,no,1.0
chair,nonvisual,2,Is it nutritious?,no,7.0,-1.5714285714285714,1.1338934190276817,-2.0,1.0,0.42857142857142855,0.7867957924694432,0.0,2.0,-1.8571428571428572,0.3779644730092273,-2.0,-1.0,0.8571428571428571,1.2149857925879117,0.0,3.0,-1.5532480971064533,-0.24873245411513564,-0.8792814272529506,no,1.0
chair,nonvisual,3,Is it a root?,no,6.0,-2.0,0.0,-2.0,-2.0,1.0,1.5491933384829668,0.0,4.0,-1.3333333333333333,1.2110601416389968,-2.0,1.0,0.8333333333333334,1.3291601358251257,0.0,3.0,-0.6642627337645614,-0.28514700304648904,0.30117410316948207,no,1.0
chair,nonvisual,4,Is it used in circuses?,no,7.0,0.42857142857142855,0.5345224838248488,0.0,1.0,1.5714285714285714,0.9759000729485333,0.0,3.0,-0.5714285714285714,0.5345224838248488,-1.0,0.0,0.7142857142857143,0.9511897312113419,0.0,2.0,0.22472262957733072,-0.4672197477032569,2.0182003292384745,yes,0.0
chair,nonvisual,5,Is it an animal?,no,4.0,-2.0,0.0,-2.0,-2.0,1.5,1.2909944487358056,0.0,3.0,-1.75,0.5,-2.0,-1.0,1.25,1.5,0.0,3.0,0.11359945915959425,0.35210760325219825,-0.6378246142119983,no,1.0
chair,visual,1,Is it long?,no,7.0,-0.7142857142857143,0.7559289460184544,-2.0,0.0,1.4285714285714286,1.1338934190276817,0.0,3.0,-1.5714285714285714,0.5345224838248489,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0024762887418577923,-1.559656215643864,-0.23539659247707814,no,1.0
chair,visual,2,Does it have a tail?,no,6.0,-2.0,0.0,-2.0,-2.0,0.3333333333333333,0.5163977794943223,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.16666666666666666,0.408248290463863,0.0,1.0,-1.7014123243301023,-1.3047543731243891,-1.2012238446408865,no,1.0
chair,visual,3,Does it have a snout?,no,6.0,-1.5,0.8366600265340756,-2.0,0.0,0.8333333333333334,0.983192080250175,0.0,2.0,-1.3333333333333333,1.0327955589886446,-2.0,0.0,0.6666666666666666,1.2110601416389968,0.0,3.0,-0.9235501314059464,-0.5400488455659641,0.30117410316948207,no,1.0
chair,visual,4,Is it orange?,no,4.0,-0.75,0.9574271077563381,-2.0,0.0,2.25,1.5,1.0,4.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0,1.2803927485458275,-1.559656215643864,-0.6378246142119983,no,1.0
chair,visual,5,Does it have a tail?,no,5.0,-0.8,1.7888543819998317,-2.0,2.0,3.2,1.095445115010332,2.0,4.0,-1.8,0.44721359549995815,-2.0,-1.0,1.2,1.7888543819998317,0.0,4.0,2.7583309151017237,0.27563705049635573,-0.7505044602977761,no,1.0
chicken,nonvisual,1,Does it lay eggs?,yes,6.0,1.6666666666666667,0.5163977794943221,1.0,2.0,2.8333333333333335,1.6020819787597222,0.0,4.0,-1.3333333333333333,1.632993161855452,-2.0,2.0,2.5,1.9748417658131499,0.0,4.0,2.187898640290676,2.2638714221482603,0.30117410316948207,yes,1.0
chicken,nonvisual,2,Does it live on a farm?,yes,5.0,1.4,0.547722557505166,1.0,2.0,1.2,0.8366600265340756,0.0,2.0,-1.2,0.8366600265340756,-2.0,0.0,0.8,0.8366600265340756,0.0,2.0,-0.35311785659489914,-0.336127371550384,0.6016536927315557,yes,1.0
chicken,nonvisual,3,Does it eat grain?,yes,4.0,1.5,0.5773502691896257,1.0,2.0,1.25,0.9574271077563381,0.0,2.0,-1.0,1.4142135623730951,-2.0,1.0,0.75,0.9574271077563381,0.0,2.0,-0.27533163730248356,-0.4125979243062266,1.052373077074666,yes,1.0
chicken,nonvisual,4,Is it eaten by frying?,yes,2.0,1.0,1.4142135623730951,0.0,2.0,2.0,0.0,2.0,2.0,-1.0,0.0,-1.0,-1.0,1.5,0.7071067811865476,1.0,2.0,0.8914616520837498,0.7344603670314107,1.052373077074666,,
chicken,nonvisual,5,Does it live in a coop?,yes,5.0,1.4,0.547722557505166,1.0,2.0,1.4,1.51657508881031,0.0,4.0,-1.6,0.547722557505166,-2.0,-1.0,0.6,0.8944271909999159,0.0,2.0,-0.041972979425237,-0.6420095825737541,-0.29978507595466564,yes,1.0
chicken,visual,1,Does it have feathers?,yes,6.0,1.5,0.8366600265340756,0.0,2.0,2.5,1.224744871391589,1.0,4.0,-1.0,1.2649110640673518,-2.0,1.0,2.1666666666666665,1.3291601358251257,0.0,4.0,1.6693238450079053,1.7540677371093103,1.052373077074666,yes,1.0
chicken,visual,2,Does it have wings?,yes,4.0,2.0,0.0,2.0,2.0,1.25,1.5,0.0,3.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0,-0.27533163730248356,-1.559656215643864,-0.6378246142119983,yes,1.0
chicken,visual,3,Does it have a beak?,yes,5.0,1.6,0.8944271909999157,0.0,2.0,1.4,0.547722557505166,1.0,2.0,-1.2,1.3038404810405297,-2.0,1.0,1.6,0.8944271909999157,1.0,3.0,-0.041972979425237,0.8874014725430959,0.6016536927315557,yes,1.0
chicken,visual,4,Does it have legs?,yes,7.0,2.0,0.0,2.0,2.0,1.1428571428571428,0.6900655593423543,0.0,2.0,-2.0,0.0,-2.0,-2.0,0.42857142857142855,0.7867957924694432,0.0,2.0,-0.4420163929290884,-0.9041943348794997,-1.2012238446408865,yes,1.0
chicken,nonvisual,1,Is it used for holding liquids?,no,4.0,-2.0,0.0,-2.0,-2.0,0.75,0.9574271077563381,0.0,2.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0,-1.053193830226639,-1.559656215643864,-0.6378246142119983,no,1.0
chicken,nonvisual,2,Is it a mammal?,no,7.0,-1.4285714285714286,1.5118578920369088,-2.0,2.0,1.1428571428571428,0.8997354108424375,0.0,2.0,-1.5714285714285714,0.5345224838248489,-2.0,-1.0,2.142857142857143,1.4638501094227996,0.0,4.0,-0.4420163929290884,1.7176531881779569,-0.23539659247707814,no,1.0
chicken,nonvisual,3,Is it used for making jam?,no,4.0,-2.0,0.0,-2.0,-2.0,0.5,0.5773502691896257,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.25,0.5,0.0,1.0,-1.4421249266887168,-1.1773034518646515,-1.2012238446408865,no,1.0
chicken,nonvisual,4,Is it worn for the rain?,no,3.0,-2.0,0.0,-2.0,-2.0,0.6666666666666666,0.5773502691896258,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.6666666666666666,0.5773502691896258,0.0,1.0,-1.1828375290473319,-0.5400488455659641,-1.2012238446408865,no,1.0
chicken,nonvisual,5,Is it comfortable?,no,5.0,-0.2,0.8366600265340756,-1.0,1.0,1.4,1.1401754250991378,0.0,3.0,-0.6,1.140175425099138,-2.0,1.0,0.6,0.8944271909999159,0.0,2.0,-0.041972979425237,-0.6420095825737541,1.953811845760887,,
chicken,visual,1,Is it orange?,no,4.0,-1.25,0.9574271077563381,-2.0,0.0,1.5,1.0,0.0,2.0,-0.75,1.2583057392117916,-2.0,1.0,1.5,1.9148542155126762,0.0,4.0,0.11359945915959425,0.7344603670314107,1.6157723075035542,no,1.0
chicken,visual,2,Is it yellow?,no,5.0,-0.6,1.140175425099138,-2.0,1.0,2.2,1.3038404810405297,1.0,4.0,-1.0,1.4142135623730951,-2.0,1.0,1.0,1.0,0.0,2.0,1.2026065292534123,-0.030245160527014165,1.052373077074666,no,1.0
chicken,visual,3,Does it have hooves?,no,5.0,-2.0,0.0,-2.0,-2.0,1.2,1.6431676725154984,0.0,4.0,-1.8,0.44721359549995815,-2.0,-1.0,1.0,1.224744871391589,0.0,3.0,-0.35311785659489914,-0.030245160527014165,-0.7505044602977761,no,1.0
chicken,visual,4,Does it have four legs?,no,4.0,-1.0,2.0,-2.0,2.0,0.5,0.5773502691896257,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.25,0.5,0.0,1.0,-1.4421249266887168,-1.1773034518646515,-1.2012238446408865,,
deer,nonvisual,1,Is it hunted by people?,yes,5.0,1.4,0.8944271909999157,0.0,2.0,1.0,0.7071067811865476,0.0,2.0,-2.0,0.0,-2.0,-2.0,0.8,0.8366600265340756,0.0,2.0,-0.6642627337645614,-0.336127371550384,-1.2012238446408865,yes,1.0
deer,nonvisual,2,Is it fast?,yes,5.0,1.0,1.0,0.0,2.0,1.8,1.6431676725154984,0.0,4.0,-1.4,0.8944271909999157,-2.0,0.0,2.0,1.5811388300841898,0.0,4.0,0.5803167749140876,1.4991658945898356,0.15093430838844527,yes,1.0
deer,nonvisual,3,Is it a mammal?,yes,6.0,2.0,0.0,2.0,2.0,1.6666666666666667,1.632993161855452,0.0,4.0,-1.1666666666666667,0.7527726527090811,-2.0,0.0,1.3333333333333333,1.2110601416389968,0.0,3.0,0.37288685680097955,0.47955852451193565,0.6767735901220738,yes,1.0
deer,nonvisual,4,Is it an herbivore?,yes,4.0,0.25,1.707825127659933,-2.0,2.0,1.0,0.816496580927726,0.0,2.0,-1.0,0.816496580927726,-2.0,0.0,1.75,0.9574271077563381,1.0,3.0,-0.6642627337645614,1.116813130810623,1.052373077074666,,
deer,nonvisual,5,Is it timid?,yes,3.0,1.6666666666666667,0.5773502691896255,1.0,2.0,2.3333333333333335,0.5773502691896263,2.0,3.0,-1.3333333333333333,1.1547005383792517,-2.0,0.0,1.0,1.0,0.0,2.0,1.4100364473665203,-0.030245160527014165,0.30117410316948207,yes,1.0
deer,visual,1,Does it have antlers?,yes,5.0,0.4,0.5477225575051661,0.0,1.0,1.6,0.8944271909999157,1.0,3.0,-0.6,1.3416407864998738,-2.0,1.0,1.0,1.224744871391589,0.0,3.0,0.2691718977444255,-0.030245160527014165,1.953811845760887,yes,1.0
deer,visual,2,Does it have four legs?,yes,4.0,2.0,0.0,2.0,2.0,1.0,1.4142135623730951,0.0,3.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0,-0.6642627337645614,-1.559656215643864,-0.6378246142119983,yes,1.0
deer,visual,3,Does it have eyes?,yes,6.0,2.0,0.0,2.0,2.0,2.1666666666666665,1.4719601443879744,1.0,4.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.8333333333333334,0.983192080250175,0.0,2.0,1.1507490497251347,-0.28514700304648904,-0.8256243576882942,yes,1.0
deer,visual,4,Does it have hooves?,yes,3.0,1.0,1.0,0.0,2.0,3.3333333333333335,1.154700538379251,2.0,4.0,-0.3333333333333333,1.5275252316519468,-2.0,1.0,2.3333333333333335,0.5773502691896263,2.0,3.0,2.9657608332148317,2.008969579628786,2.5547710248850346,yes,1.0
deer,visual,5,Does it have a white tail?,yes,8.0,0.875,0.6408699444616557,0.0,2.0,2.0,0.9258200997725514,1.0,4.0,-1.0,0.7559289460184544,-2.0,0.0,1.75,0.8864052604279183,0.0,3.0,0.8914616520837498,1.116813130810623,1.052373077074666,yes,1.0
deer,nonvisual,1,Does it live in zoos?,no,4.0,-1.0,0.816496580927726,-2.0,0.0,1.5,1.2909944487358056,0.0,3.0,-1.5,1.0,-2.0,0.0,2.25,1.707825127659933,0.0,4.0,0.11359945915959425,1.881518658369048,-0.07442538378311019,no,1.0
deer,nonvisual,2,Is it smelly?,no,4.0,-0.25,0.9574271077563381,-1.0,1.0,0.75,0.9574271077563381,0.0,2.0,-1.75,0.5,-2.0,-1.0,1.25,1.2583057392117916,0.0,3.0,-1.053193830226639,0.35210760325219825,-0.6378246142119983,,
deer,nonvisual,3,Is it loud?,no,5.0,-1.2,0.8366600265340756,-2.0,0.0,1.6,1.51657508881031,0.0,4.0,-0.8,1.0954451150103321,-2.0,0.0,1.4,0.8944271909999157,0.0,2.0,0.2691718977444255,0.5815192615197255,1.5030924614177765,no,1.0
deer,nonvisual,4,Does it eat people?,no,4.0,-2.0,0.0,-2.0,-2.0,1.0,1.1547005383792515,0.0,2.0,-2.0,0.0,-2.0,-2.0,0.25,0.5,0.0,1.0,-0.6642627337645614,-1.1773034518646515,-1.2012238446408865,no,1.0
deer,nonvisual,5,Is it used for cider?,no,4.0,-2.0,0.0,-2.0,-2.0,0.75,1.5,0.0,3.0,-1.75,0.5,-2.0,-1.0,1.25,1.8929694486000912,0.0,4.0,-1.053193830226639,0.35210760325219825,-0.6378246142119983,no,1.0
deer,visual,1,Is it yellow?,no,12.0,-1.5833333333333333,0.90033663737852,-2.0,1.0,2.1666666666666665,1.403458930534474,0.0,4.0,-1.5,1.0,-2.0,1.0,1.0833333333333333,1.5050420310248864,0.0,4.0,1.1507490497251347,0.0972057607327232,-0.07442538378311019,no,1.0
deer,visual,2,Is it green?,no,6.0,-2.0,0.0,-2.0,-2.0,2.5,1.760681686165901,0.0,4.0,-2.0,0.0,-2.0,-2.0,1.3333333333333333,2.0655911179772892,0.0,4.0,1.6693238450079053,0.47955852451193565,-1.2012238446408865,no,1.0
deer,visual,3,Does it have a lid?,no,5.0,-2.0,0.0,-2.0,-2.0,1.4,1.6733200530681511,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.2,0.4472135954999579,0.0,1.0,-0.041972979425237,-1.2537740046204942,-1.2012238446408865,no,1.0
deer,visual,4,Does it have a cushion?,no,6.0,-1.6666666666666667,0.8164965809277259,-2.0,0.0,1.8333333333333333,1.4719601443879744,0.0,4.0,-1.3333333333333333,1.2110601416389968,-2.0,1.0,0.3333333333333333,0.5163977794943223,0.0,1.0,0.6321742544423645,-1.049852530604914,0.30117410316948207,no,1.0
deer,visual,5,Does it have large teeth?,no,7.0,-0.14285714285714285,0.6900655593423543,-1.0,1.0,1.8571428571428572,1.3451854182690985,0.0,4.0,-0.2857142857142857,1.4960264830861913,-2.0,2.0,1.5714285714285714,1.3972762620115438,0.0,4.0,0.6692153112482769,0.8437040138254713,2.662085164014347,,
