cue,ftype,qid,question,truth_coded,count,truth_mean,truth_std,truth_min,truth_max,senses_mean,senses_std,senses_min,senses_max,difficulty_mean,difficulty_std,difficulty_min,difficulty_max,truth_z,senses_z,difficulty_z,truth_normed,truth_agree
carrot,nonvisual,1,Is it a vegetable?,yes,2.0,2.0,0.0,2.0,2.0,2.5,2.1213203435596424,1.0,4.0,-1.5,0.7071067811865476,-2.0,-1.0,1.3328696970844216,0.3851876033250911,-0.37899088281373067,yes,1.0
carrot,nonvisual,2,Is it eaten by rabbits?,yes,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.5,0.7071067811865476,-2.0,-1.0,0.6830975485798644,-1.3760658988988486,-0.37899088281373067,yes,1.0
carrot,nonvisual,3,Does it grow underground?,yes,4.0,1.75,0.5,1.0,2.0,1.25,0.5,1.0,2.0,-1.75,0.5,-2.0,-1.0,1.1704266599582824,-1.082523648528192,-0.834538782458208,yes,1.0
carrot,nonvisual,4,Is it a root?,yes,8.0,1.25,1.0350983390135313,-1.0,2.0,2.875,1.4577379737113252,1.0,5.0,-0.75,1.164964745021435,-2.0,1.0,0.8455405857060037,0.8255009788810761,0.9876528161197015,yes,1.0
carrot,visual,1,Is it orange?,yes,3.0,1.6666666666666667,0.5773502691896255,1.0,2.0,2.0,1.7320508075688772,1.0,4.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,1.116278980916236,-0.20189689741622208,-0.6826894825767157,yes,1.0
carrot,visual,2,Does it have a top?,yes,5.0,0.8,1.3038404810405297,-1.0,2.0,2.0,1.4142135623730951,1.0,4.0,-0.8,0.8366600265340756,-2.0,0.0,0.5531431188789528,-0.20189689741622208,0.8965432361908059,yes,1.0
carrot,visual,3,Is it long?,yes,4.0,1.0,0.816496580927726,0.0,2.0,1.0,0.0,1.0,1.0,-1.25,0.5,-2.0,-1.0,0.6830975485798644,-1.3760658988988486,0.07655701683074671,yes,1.0
carrot,visual,4,Does it have a pointed end?,yes,4.0,1.0,0.816496580927726,0.0,2.0,2.0,0.816496580927726,1.0,3.0,-1.5,0.5773502691896257,-2.0,-1.0,0.6830975485798644,-0.20189689741622208,-0.37899088281373067,yes,1.0
carrot,nonvisual,1,Is it used for holding things?,no,3.0,-2.0,0.0,-2.0,-2.0,4.0,1.0,3.0,5.0,-1.0,1.0,-2.0,0.0,-1.2662188969338077,2.1464411055490307,0.5321049164752241,no,1.0
carrot,nonvisual,2,Does it live in swamps?,no,6.0,-1.6666666666666667,0.8164965809277259,-2.0,0.0,3.3333333333333335,1.2110601416389963,2.0,5.0,-1.3333333333333333,0.816496580927726,-2.0,0.0,-1.049628180765622,1.36366177122728,-0.07529228305074562,no,1.0
carrot,nonvisual,3,Does it live in Africa?,no,2.0,0.0,1.4142135623730951,-1.0,1.0,2.0,1.4142135623730951,1.0,3.0,-0.5,0.7071067811865476,-1.0,0.0,0.03332540007530694,-0.20189689741622208,1.4432007157641789,,
carrot,nonvisual,4,Is it an animal?,no,1.0,-2.0,,-2.0,-2.0,1.0,,1.0,1.0,-2.0,,-2.0,-2.0,-1.2662188969338077,-1.3760658988988486,-1.2900866821026855,,
carrot,visual,1,Is it brown?,no,4.0,-1.0,1.1547005383792515,-2.0,0.0,2.25,1.5,1.0,4.0,-0.5,1.2909944487358056,-2.0,1.0,-0.6164467484292504,0.09164535295443452,1.4432007157641789,no,1.0
carrot,visual,2,Does it have four legs?,no,3.0,-2.0,0.0,-2.0,-2.0,2.0,1.7320508075688772,1.0,4.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,-1.2662188969338077,-0.20189689741622208,-0.6826894825767157,no,1.0
carrot,visual,3,Does it have many cars?,no,3.0,-2.0,0.0,-2.0,-2.0,2.0,1.7320508075688772,1.0,4.0,-2.0,0.0,-2.0,-2.0,-1.2662188969338077,-0.20189689741622208,-1.2900866821026855,no,1.0
carrot,visual,4,Does it have wings?,no,3.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,-1.2662188969338077,-1.3760658988988486,-1.2900866821026855,no,1.0
chair,nonvisual,1,Is it used for sitting on?,yes,7.0,1.8571428571428572,0.3779644730092273,1.0,2.0,2.4285714285714284,1.618347187425374,1.0,5.0,-1.5714285714285714,1.1338934190276817,-2.0,1.0,1.2400451044409135,0.30131838893347473,-0.5091474255692956,yes,1.0
chair,nonvisual,2,Is it furniture?,yes,3.0,2.0,0.0,2.0,2.0,2.0,1.7320508075688772,1.0,4.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,1.3328696970844216,-0.20189689741622208,-0.6826894825767157,yes,1.0
chair,nonvisual,3,Is it comfortable?,yes,7.0,0.14285714285714285,0.37796447300922725,0.0,1.0,1.7142857142857142,0.7559289460184543,1.0,3.0,-1.2857142857142858,0.7559289460184545,-2.0,0.0,0.12614999271881513,-0.5373737549826869,0.011478745452964052,,
chair,nonvisual,4,Is it used for relaxing?,yes,3.0,1.6666666666666667,0.5773502691896255,1.0,2.0,3.3333333333333335,1.5275252316519463,2.0,5.0,-1.3333333333333333,0.5773502691896258,-2.0,-1.0,1.116278980916236,1.36366177122728,-0.07529228305074562,yes,1.0
chair,nonvisual,5,Is it found at tables?,yes,1.0,0.0,,0.0,0.0,3.0,,3.0,3.0,0.0,,0.0,0.0,0.03332540007530694,0.9722721040664043,2.3542965150531336,,
chair,visual,1,Does it have legs?,yes,10.0,1.6,0.6992058987801009,0.0,2.0,1.5,1.2692955176439846,1.0,5.0,-1.9,0.31622776601683766,-2.0,-1.0,1.0729608376825988,-0.7889813981575353,-1.1078675222448944,yes,1.0
chair,visual,2,Is it made of wood?,yes,6.0,1.1666666666666667,0.9831920802501751,0.0,2.0,1.8333333333333333,0.7527726527090809,1.0,3.0,-0.8333333333333334,1.1690451944500122,-2.0,1.0,0.7913929066639572,-0.3975917309966599,0.8358035162382089,yes,1.0
chair,visual,3,Does it have armrests?,yes,4.0,0.25,0.5,0.0,1.0,4.25,0.9574271077563381,3.0,5.0,-1.25,0.9574271077563381,-2.0,0.0,0.19576843720144627,2.4399833559196873,0.07655701683074671,,
chair,visual,4,Does it have a seat?,yes,9.0,1.6666666666666667,0.5,1.0,2.0,1.8888888888888888,1.5365907428821477,1.0,5.0,-1.5555555555555556,0.5270462766947298,-2.0,-1.0,1.116278980916236,-0.33236011980318064,-0.48022374940139234,yes,1.0
chair,visual,5,Does it have a cushion?,yes,6.0,0.5,0.8366600265340756,0.0,2.0,2.1666666666666665,1.602081978759722,1.0,5.0,-1.1666666666666667,1.1690451944500122,-2.0,1.0,0.35821147432758565,-0.00620206383578452,0.22840631671223904,yes,1.0
chair,nonvisual,1,Is it a fruit?,no,1.0,-2.0,,-2.0,-2.0,5.0,,5.0,5.0,-2.0,,-2.0,-2.0,-1.2662188969338077,3.320610107031657,-1.2900866821026855,,
chair,nonvisual,2,Is it nutritious?,no,1.0,-2.0,,-2.0,-2.0,1.0,,1.0,1.0,-2.0,,-2.0,-2.0,-1.2662188969338077,-1.3760658988988486,-1.2900866821026855,,
chair,nonvisual,3,Is it a root?,no,5.0,-1.6,0.8944271909999157,-2.0,0.0,3.2,1.4832396974191324,1.0,5.0,-1.2,1.0954451150103321,-2.0,0.0,-1.006310037531985,1.2071059043629297,0.16766659675964227,no,1.0
chair,nonvisual,4,Is it used in circuses?,no,3.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,5.0,-0.3333333333333333,1.5275252316519468,-2.0,1.0,0.03332540007530694,2.1464411055490307,1.746899315527164,,
chair,nonvisual,5,Is it an animal?,no,3.0,-2.0,0.0,-2.0,-2.0,2.3333333333333335,2.3094010767585034,1.0,5.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,-1.2662188969338077,0.18949276974465357,-0.6826894825767157,no,1.0
chair,visual,1,Is it long?,no,4.0,-1.0,0.816496580927726,-2.0,0.0,2.5,1.2909944487358056,1.0,4.0,-0.25,0.5,-1.0,0.0,-0.6164467484292504,0.3851876033250911,1.8987486154086561,no,1.0
chair,visual,2,Does it have a tail?,no,8.0,-1.875,0.3535533905932738,-2.0,-1.0,2.125,1.807721533549109,1.0,5.0,-1.75,0.7071067811865476,-2.0,0.0,-1.1849973783707382,-0.05512577223089378,-0.834538782458208,no,1.0
chair,visual,3,Does it have a snout?,no,2.0,-0.5,2.1213203435596424,-2.0,1.0,2.5,2.1213203435596424,1.0,4.0,-1.0,1.4142135623730951,-2.0,0.0,-0.2915606741769718,0.3851876033250911,0.5321049164752241,,
chair,visual,4,Is it orange?,no,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,-0.5,0.7071067811865476,-1.0,0.0,0.03332540007530694,2.1464411055490307,1.4432007157641789,,
chair,visual,5,Does it have a tail?,no,3.0,-2.0,0.0,-2.0,-2.0,3.0,2.0,1.0,5.0,-2.0,0.0,-2.0,-2.0,-1.2662188969338077,0.9722721040664043,-1.2900866821026855,no,1.0
chicken,nonvisual,1,Does it lay eggs?,yes,6.0,1.8333333333333333,0.40824829046386274,1.0,2.0,2.1666666666666665,1.602081978759722,1.0,5.0,-2.0,0.0,-2.0,-2.0,1.2245743390003287,-0.00620206383578452,-1.2900866821026855,yes,1.0
chicken,nonvisual,2,Does it live on a farm?,yes,6.0,1.3333333333333333,0.5163977794943223,1.0,2.0,2.1666666666666665,0.9831920802501749,1.0,3.0,-1.1666666666666667,0.7527726527090811,-2.0,0.0,0.8996882647480501,-0.00620206383578452,0.22840631671223904,yes,1.0
chicken,nonvisual,3,Does it eat grain?,yes,5.0,0.6,1.140175425099138,-1.0,2.0,3.0,2.0,1.0,5.0,-1.0,1.7320508075688772,-2.0,2.0,0.42318868917804137,0.9722721040664043,0.5321049164752241,yes,1.0
chicken,nonvisual,4,Is it eaten by frying?,yes,4.0,1.0,0.816496580927726,0.0,2.0,2.0,1.4142135623730951,1.0,4.0,-1.0,0.816496580927726,-2.0,0.0,0.6830975485798644,-0.20189689741622208,0.5321049164752241,yes,1.0
chicken,nonvisual,5,Does it live in a coop?,yes,5.0,1.4,0.547722557505166,1.0,2.0,2.8,1.6431676725154982,1.0,5.0,-0.8,0.8366600265340756,-2.0,0.0,0.9430064079816872,0.7374383037698788,0.8965432361908059,yes,1.0
chicken,visual,1,Does it have feathers?,yes,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,1.3328696970844216,-1.3760658988988486,-1.2900866821026855,yes,1.0
chicken,visual,2,Does it have wings?,yes,2.0,2.0,0.0,2.0,2.0,1.5,0.7071067811865476,1.0,2.0,-1.5,0.7071067811865476,-2.0,-1.0,1.3328696970844216,-0.7889813981575353,-0.37899088281373067,yes,1.0
chicken,visual,3,Does it have a beak?,yes,4.0,2.0,0.0,2.0,2.0,1.25,0.5,1.0,2.0,-2.0,0.0,-2.0,-2.0,1.3328696970844216,-1.082523648528192,-1.2900866821026855,yes,1.0
chicken,visual,4,Does it have legs?,yes,6.0,1.8333333333333333,0.40824829046386274,1.0,2.0,1.1666666666666667,0.4082482904638632,1.0,2.0,-1.3333333333333333,0.5163977794943223,-2.0,-1.0,1.2245743390003287,-1.1803710653184107,-0.07529228305074562,yes,1.0
chicken,nonvisual,1,Is it used for holding liquids?,no,8.0,-2.0,0.0,-2.0,-2.0,2.5,1.1952286093343936,1.0,4.0,-1.25,1.164964745021435,-2.0,1.0,-1.2662188969338077,0.3851876033250911,0.07655701683074671,no,1.0
chicken,nonvisual,2,Is it a mammal?,no,3.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,1.3333333333333333,0.5773502691896258,1.0,2.0,-1.3333333333333333,1.1547005383792517,-2.0,0.0,-1.049628180765622,-0.9846762317379731,-0.07529228305074562,no,1.0
chicken,nonvisual,3,Is it used for making jam?,no,3.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,2.3333333333333335,0.5773502691896263,2.0,3.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,-1.049628180765622,0.18949276974465357,-0.6826894825767157,no,1.0
chicken,nonvisual,4,Is it worn for the rain?,no,3.0,-2.0,0.0,-2.0,-2.0,1.6666666666666667,1.1547005383792515,1.0,3.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,-1.2662188969338077,-0.5932865645770975,-0.6826894825767157,no,1.0
chicken,nonvisual,5,Is it comfortable?,no,7.0,-0.42857142857142855,0.5345224838248488,-1.0,0.0,4.0,1.5275252316519468,1.0,5.0,-0.14285714285714285,1.0690449676496976,-2.0,1.0,-0.24514837785521765,2.1464411055490307,2.093983429542004,no,1.0
chicken,visual,1,Is it orange?,no,6.0,-1.0,0.6324555320336759,-2.0,0.0,2.5,1.224744871391589,1.0,4.0,-0.8333333333333334,0.752772652709081,-2.0,0.0,-0.6164467484292504,0.3851876033250911,0.8358035162382089,no,1.0
chicken,visual,2,Is it yellow?,no,5.0,-0.6,0.8944271909999159,-2.0,0.0,3.0,1.4142135623730951,1.0,5.0,-0.6,1.140175425099138,-2.0,1.0,-0.35653788902742745,0.9722721040664043,1.260981555906388,no,1.0
chicken,visual,3,Does it have hooves?,no,10.0,-2.0,0.0,-2.0,-2.0,1.5,1.0801234497346435,1.0,4.0,-2.0,0.0,-2.0,-2.0,-1.2662188969338077,-0.7889813981575353,-1.2900866821026855,no,1.0
chicken,visual,4,Does it have four legs?,no,4.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,-1.2662188969338077,-1.3760658988988486,-1.2900866821026855,no,1.0
deer,nonvisual,1,Is it hunted by people?,yes,6.0,1.6666666666666667,0.5163977794943221,1.0,2.0,1.6666666666666667,0.5163977794943221,1.0,2.0,-1.5,0.5477225575051661,-2.0,-1.0,1.116278980916236,-0.5932865645770975,-0.37899088281373067,yes,1.0
deer,nonvisual,2,Is it fast?,yes,6.0,1.3333333333333333,0.816496580927726,0.0,2.0,2.1666666666666665,0.9831920802501749,1.0,3.0,-1.1666666666666667,0.7527726527090811,-2.0,0.0,0.8996882647480501,-0.00620206383578452,0.22840631671223904,yes,1.0
deer,nonvisual,3,Is it a mammal?,yes,7.0,2.0,0.0,2.0,2.0,3.2857142857142856,1.7043362064926935,1.0,5.0,-1.4285714285714286,0.5345224838248487,-2.0,-1.0,1.3328696970844216,1.3077489616328688,-0.24883434005816576,yes,1.0
deer,nonvisual,4,Is it an herbivore?,yes,5.0,1.4,0.547722557505166,1.0,2.0,3.0,0.7071067811865476,2.0,4.0,-1.0,1.0,-2.0,0.0,0.9430064079816872,0.9722721040664043,0.5321049164752241,yes,1.0
deer,nonvisual,5,Is it timid?,yes,4.0,0.75,0.5,0.0,1.0,2.0,0.816496580927726,1.0,3.0,-0.75,0.5,-1.0,0.0,0.520654511453725,-0.20189689741622208,0.9876528161197015,yes,1.0
deer,visual,1,Does it have antlers?,yes,5.0,0.8,1.0954451150103321,0.0,2.0,2.0,1.0,1.0,3.0,-1.0,0.7071067811865476,-2.0,0.0,0.5531431188789528,-0.20189689741622208,0.5321049164752241,yes,1.0
deer,visual,2,Does it have four legs?,yes,4.0,1.75,0.5,1.0,2.0,2.5,1.9148542155126762,1.0,5.0,-2.0,0.0,-2.0,-2.0,1.1704266599582824,0.3851876033250911,-1.2900866821026855,yes,1.0
deer,visual,3,Does it have eyes?,yes,7.0,1.8571428571428572,0.3779644730092273,1.0,2.0,2.142857142857143,1.9518001458970662,1.0,5.0,-2.0,0.0,-2.0,-2.0,1.2400451044409135,-0.03415846863298981,-1.2900866821026855,yes,1.0
deer,visual,4,Does it have hooves?,yes,2.0,1.5,0.7071067811865476,1.0,2.0,4.0,0.0,4.0,4.0,-0.5,0.7071067811865476,-1.0,0.0,1.007983622832143,2.1464411055490307,1.4432007157641789,yes,1.0
deer,visual,5,Does it have a white tail?,yes,4.0,1.5,1.0,0.0,2.0,1.25,0.5,1.0,2.0,-1.5,1.0,-2.0,0.0,1.007983622832143,-1.082523648528192,-0.37899088281373067,yes,1.0
deer,nonvisual,1,Does it live in zoos?,no,5.0,1.2,1.0954451150103321,0.0,2.0,1.6,0.8944271909999157,1.0,3.0,-1.2,1.0954451150103321,-2.0,0.0,0.8130519782807758,-0.6715644980092725,0.16766659675964227,yes,0.0
deer,nonvisual,2,Is it smelly?,no,1.0,-2.0,,-2.0,-2.0,1.0,,1.0,1.0,-2.0,,-2.0,-2.0,-1.2662188969338077,-1.3760658988988486,-1.2900866821026855,,
deer,nonvisual,3,Is it loud?,no,6.0,-1.0,0.8944271909999159,-2.0,0.0,1.6666666666666667,0.8164965809277259,1.0,3.0,-1.1666666666666667,0.7527726527090811,-2.0,0.0,-0.6164467484292504,-0.5932865645770975,0.22840631671223904,no,1.0
deer,nonvisual,4,Does it eat people?,no,6.0,-2.0,0.0,-2.0,-2.0,3.3333333333333335,1.5055453054181618,2.0,5.0,-1.5,0.5477225575051661,-2.0,-1.0,-1.2662188969338077,1.36366177122728,-0.37899088281373067,no,1.0
deer,nonvisual,5,Is it used for cider?,no,2.0,-2.0,0.0,-2.0,-2.0,3.0,2.8284271247461903,1.0,5.0,-1.5,0.7071067811865476,-2.0,-1.0,-1.2662188969338077,0.9722721040664043,-0.37899088281373067,no,1.0
deer,visual,1,Is it yellow?,no,6.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,-1.1579235388497149,-1.3760658988988486,-0.9863880823397003,no,1.0
deer,visual,2,Is it green?,no,5.0,-1.8,0.44721359549995815,-2.0,-1.0,1.2,0.44721359549995787,1.0,2.0,-1.8,0.44721359549995815,-2.0,-1.0,-1.1362644672328963,-1.1412320986023232,-0.9256483623871036,no,1.0
deer,visual,3,Does it have a lid?,no,3.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,-1.2662188969338077,-1.3760658988988486,-1.2900866821026855,no,1.0
deer,visual,4,Does it have a cushion?,no,2.0,-2.0,0.0,-2.0,-2.0,2.5,0.7071067811865476,2.0,3.0,0.0,1.4142135623730951,-1.0,1.0,-1.2662188969338077,0.3851876033250911,2.3542965150531336,no,1.0
deer,visual,5,Does it have large teeth?,no,6.0,-0.5,0.8366600265340756,-1.0,1.0,3.1666666666666665,1.1690451944500124,2.0,5.0,-0.5,0.8366600265340756,-1.0,1.0,-0.2915606741769718,1.167966937646842,1.4432007157641789,no,1.0
dog,nonvisual,1,Does it bark?,yes,3.0,1.3333333333333333,0.5773502691896258,1.0,2.0,1.0,0.0,1.0,1.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,0.8996882647480501,-1.3760658988988486,-0.6826894825767157,yes,1.0
dog,nonvisual,2,Is it an animal?,yes,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,-1.5,0.7071067811865476,-2.0,-1.0,1.3328696970844216,-1.3760658988988486,-0.37899088281373067,yes,1.0
dog,nonvisual,3,Is it a pet?,yes,1.0,2.0,,2.0,2.0,1.0,,1.0,1.0,-2.0,,-2.0,-2.0,1.3328696970844216,-1.3760658988988486,-1.2900866821026855,,
dog,nonvisual,4,Is it used for protection?,yes,5.0,0.2,1.3038404810405297,-2.0,1.0,2.4,1.1401754250991378,1.0,4.0,-0.4,1.140175425099138,-2.0,1.0,0.1632798297762184,0.2677707031768284,1.6254198756219698,,
dog,nonvisual,5,Does it chase cats?,yes,3.0,0.6666666666666666,1.1547005383792517,0.0,2.0,2.0,0.0,2.0,2.0,-1.3333333333333333,0.5773502691896258,-2.0,-1.0,0.4665068324116785,-0.20189689741622208,-0.07529228305074562,,
dog,visual,1,Does it have four legs?,yes,6.0,1.6666666666666667,0.5163977794943221,1.0,2.0,1.1666666666666667,0.4082482904638632,1.0,2.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,1.116278980916236,-1.1803710653184107,-0.9863880823397003,yes,1.0
dog,visual,2,Does it have legs?,yes,5.0,2.0,0.0,2.0,2.0,1.6,0.8944271909999157,1.0,3.0,-2.0,0.0,-2.0,-2.0,1.3328696970844216,-0.6715644980092725,-1.2900866821026855,yes,1.0
dog,visual,3,Does it have a tail?,yes,7.0,1.5714285714285714,0.5345224838248489,1.0,2.0,1.1428571428571428,0.3779644730092273,1.0,2.0,-1.8571428571428572,0.3779644730092273,-2.0,-1.0,1.0543959191538972,-1.2083274701156161,-1.0297735965915555,yes,1.0
dog,visual,4,Does it have hair?,yes,5.0,1.2,0.8366600265340756,0.0,2.0,2.4,1.3416407864998738,1.0,4.0,-1.8,0.44721359549995815,-2.0,-1.0,0.8130519782807758,0.2677707031768284,-0.9256483623871036,yes,1.0
dog,visual,5,Does it have a nose?,yes,3.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,1.3328696970844216,-0.20189689741622208,-0.6826894825767157,yes,1.0
dog,nonvisual,1,Does it hop?,no,5.0,-1.2,0.44721359549995787,-2.0,-1.0,1.8,0.8366600265340757,1.0,3.0,-1.2,0.8366600265340756,-2.0,0.0,-0.7464011781301618,-0.4367306977127473,0.16766659675964227,no,1.0
dog,nonvisual,2,Is it eaten in pies?,no,3.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,3.0,2.0,1.0,5.0,-0.6666666666666666,1.1547005383792517,-2.0,0.0,-1.049628180765622,0.9722721040664043,1.139502116001194,no,1.0
dog,nonvisual,3,Is it eaten as bacon?,no,5.0,-2.0,0.0,-2.0,-2.0,3.0,2.0,1.0,5.0,-1.8,0.44721359549995815,-2.0,-1.0,-1.2662188969338077,0.9722721040664043,-0.9256483623871036,no,1.0
dog,nonvisual,4,Is it prickly?,no,2.0,-2.0,0.0,-2.0,-2.0,2.5,2.1213203435596424,1.0,4.0,-1.5,0.7071067811865476,-2.0,-1.0,-1.2662188969338077,0.3851876033250911,-0.37899088281373067,no,1.0
dog,nonvisual,5,Does it lay eggs?,no,2.0,-0.5,2.1213203435596424,-2.0,1.0,3.5,0.7071067811865476,3.0,4.0,-1.0,1.4142135623730951,-2.0,0.0,-0.2915606741769718,1.5593566048077177,0.5321049164752241,,
dog,visual,1,Does it have antlers?,no,4.0,-2.0,0.0,-2.0,-2.0,1.75,0.9574271077563381,1.0,3.0,-1.25,0.9574271077563381,-2.0,0.0,-1.2662188969338077,-0.4954391477868787,0.07655701683074671,no,1.0
dog,visual,2,Is it pink?,no,7.0,-1.7142857142857142,0.4879500364742663,-2.0,-1.0,1.8571428571428572,1.5735915849388864,1.0,5.0,-1.4285714285714286,0.7867957924694431,-2.0,0.0,-1.0805697116467914,-0.3696353261994544,-0.24883434005816576,no,1.0
dog,visual,3,Does it have a caboose?,no,3.0,-2.0,0.0,-2.0,-2.0,1.6666666666666667,1.1547005383792515,1.0,3.0,-1.0,1.0,-2.0,0.0,-1.2662188969338077,-0.5932865645770975,0.5321049164752241,no,1.0
dog,visual,4,Does it have a top?,no,4.0,-0.25,2.0615528128088303,-2.0,2.0,2.0,1.4142135623730951,1.0,4.0,-0.75,0.5,-1.0,0.0,-0.1291176370508324,-0.20189689741622208,0.9876528161197015,,
dog,visual,5,Does it have a mask?,no,7.0,-1.2857142857142858,0.7559289460184545,-2.0,0.0,1.2857142857142858,0.7559289460184545,1.0,3.0,-1.4285714285714286,0.7867957924694431,-2.0,0.0,-0.8020959337162669,-1.0405890413323837,-0.24883434005816576,no,1.0
donkey,nonvisual,1,Is it an animal?,yes,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,1.3328696970844216,-1.3760658988988486,-1.2900866821026855,yes,1.0
donkey,nonvisual,2,Is it like a horse?,yes,4.0,1.5,0.5773502691896257,1.0,2.0,3.25,2.0615528128088303,1.0,5.0,-1.75,0.5,-2.0,-1.0,1.007983622832143,1.265814354437061,-0.834538782458208,yes,1.0
donkey,nonvisual,3,Is it a mammal?,yes,4.0,2.0,0.0,2.0,2.0,4.0,0.816496580927726,3.0,5.0,-1.25,0.9574271077563381,-2.0,0.0,1.3328696970844216,2.1464411055490307,0.07655701683074671,yes,1.0
donkey,nonvisual,4,Is it furry?,yes,4.0,1.0,0.816496580927726,0.0,2.0,2.0,1.1547005383792515,1.0,3.0,-0.75,0.9574271077563381,-2.0,0.0,0.6830975485798644,-0.20189689741622208,0.9876528161197015,yes,1.0
donkey,nonvisual,5,Does it make noises?,yes,3.0,0.6666666666666666,0.5773502691896258,0.0,1.0,1.3333333333333333,0.5773502691896258,1.0,2.0,-1.0,1.0,-2.0,0.0,0.4665068324116785,-0.9846762317379731,0.5321049164752241,yes,1.0
donkey,visual,1,Does it have legs?,yes,7.0,1.7142857142857142,0.4879500364742663,1.0,2.0,1.2857142857142858,0.7559289460184545,1.0,3.0,-1.5714285714285714,0.5345224838248489,-2.0,-1.0,1.1472205117974053,-1.0405890413323837,-0.5091474255692956,yes,1.0
donkey,visual,2,Does it have four legs?,yes,1.0,2.0,,2.0,2.0,5.0,,5.0,5.0,-2.0,,-2.0,-2.0,1.3328696970844216,3.320610107031657,-1.2900866821026855,,
donkey,visual,3,Does it have a tail?,yes,4.0,1.75,0.5,1.0,2.0,1.75,0.9574271077563381,1.0,3.0,-1.5,1.0,-2.0,0.0,1.1704266599582824,-0.4954391477868787,-0.37899088281373067,yes,1.0
donkey,visual,4,Does it have hooves?,yes,4.0,1.25,0.9574271077563381,0.0,2.0,2.0,0.816496580927726,1.0,3.0,-0.75,0.5,-1.0,0.0,0.8455405857060037,-0.20189689741622208,0.9876528161197015,yes,1.0
donkey,nonvisual,1,Does it lay eggs?,no,10.0,-1.8,0.632455532033676,-2.0,0.0,2.7,1.494434118097326,1.0,5.0,-1.4,0.8432740427115677,-2.0,0.0,-1.1362644672328963,0.6200214036216166,-0.19677172295593956,no,1.0
donkey,nonvisual,2,Does it grow on trees?,no,3.0,-2.0,0.0,-2.0,-2.0,2.3333333333333335,2.3094010767585034,1.0,5.0,-2.0,0.0,-2.0,-2.0,-1.2662188969338077,0.18949276974465357,-1.2900866821026855,no,1.0
donkey,nonvisual,3,Is it furniture?,no,0.0,,,,,,,,,,,,,,,,,
donkey,nonvisual,4,Does it chase cats?,no,3.0,-2.0,0.0,-2.0,-2.0,2.3333333333333335,2.3094010767585034,1.0,5.0,-1.0,1.0,-2.0,0.0,-1.2662188969338077,0.18949276974465357,0.5321049164752241,no,1.0
donkey,nonvisual,5,Does it eat peanuts?,no,4.0,0.0,0.816496580927726,-1.0,1.0,3.0,0.816496580927726,2.0,4.0,-0.75,0.9574271077563381,-2.0,0.0,0.03332540007530694,0.9722721040664043,0.9876528161197015,,
donkey,visual,1,Is it round?,no,8.0,-1.5,0.9258200997725514,-2.0,0.0,1.5,1.0690449676496976,1.0,4.0,-1.25,0.8864052604279183,-2.0,0.0,-0.9413328226815291,-0.7889813981575353,0.07655701683074671,no,1.0
donkey,visual,2,Does it have a pointed end?,no,7.0,-1.4285714285714286,1.1338934190276817,-2.0,1.0,1.7142857142857142,0.7559289460184543,1.0,3.0,-1.2857142857142858,0.9511897312113419,-2.0,0.0,-0.894920526359775,-0.5373737549826869,0.011478745452964052,no,1.0
donkey,visual,3,Does it have stripes?,no,5.0,-1.2,0.8366600265340756,-2.0,0.0,2.0,1.7320508075688772,1.0,5.0,-1.4,0.8944271909999157,-2.0,0.0,-0.7464011781301618,-0.20189689741622208,-0.19677172295593956,no,1.0
donkey,visual,4,Is it small?,no,6.0,-0.6666666666666666,1.0327955589886446,-2.0,1.0,1.1666666666666667,0.4082482904638632,1.0,2.0,-1.0,0.6324555320336759,-2.0,0.0,-0.3998560322610646,-1.1803710653184107,0.5321049164752241,no,1.0
