cue,feat_type,response,question_id,question,proposition_id
raccoon,visual,no,3,Does it have green leaves?,raccoon:visual:no:3
raccoon,visual,no,4,Does it have a long neck?,raccoon:visual:no:4
raccoon,visual,no,5,Does it have a beak?,raccoon:visual:no:5
raccoon,visual,yes,2,Does it have a tail?,raccoon:visual:yes:2
raccoon,visual,yes,3,Does it have eyes?,raccoon:visual:yes:3
raccoon,visual,yes,4,Does it have stripes?,raccoon:visual:yes:4
raccoon,visual,yes,5,Does it have a mask?,raccoon:visual:yes:5
strawberry,nonvisual,no,1,Is is used for riding?,strawberry:nonvisual:no:1
strawberry,nonvisual,no,2,Is it an insect?,strawberry:nonvisual:no:2
strawberry,nonvisual,no,3,Is it furniture?,strawberry:nonvisual:no:3
strawberry,nonvisual,no,4,Does it eat?,strawberry:nonvisual:no:4
strawberry,nonvisual,yes,1,Is it a fruit?,strawberry:nonvisual:yes:1
strawberry,nonvisual,yes,2,Does it taste sweet?,strawberry:nonvisual:yes:2
strawberry,nonvisual,yes,3,Is it used for making jam?,strawberry:nonvisual:yes:3
strawberry,nonvisual,yes,4,Does it taste good?,strawberry:nonvisual:yes:4
strawberry,visual,no,1,Does it have four legs?,strawberry:visual:no:1
strawberry,visual,no,2,Does it have a tail?,strawberry:visual:no:2
strawberry,visual,no,3,Does it have a mane?,strawberry:visual:no:3
strawberry,visual,no,4,Does it have ears?,strawberry:visual:no:4
strawberry,visual,yes,1,Is it red?,strawberry:visual:yes:1
strawberry,visual,yes,2,Does it have seeds?,strawberry:visual:yes:2
strawberry,visual,yes,3,Does it have green leaves?,strawberry:visual:yes:3
strawberry,visual,yes,4,Is it small?,strawberry:visual:yes:4
swan,nonvisual,no,1,Is it used by riding?,swan:nonvisual:no:1
swan,nonvisual,no,2,Does it grow on trees?,swan:nonvisual:no:2
swan,nonvisual,no,3,Is it found in dining rooms?,swan:nonvisual:no:3
swan,nonvisual,no,4,Does it travel in herds?,swan:nonvisual:no:4
swan,nonvisual,yes,1,Is it graceful?,swan:nonvisual:yes:1
swan,nonvisual,yes,2,Is it a bird?,swan:nonvisual:yes:2
swan,nonvisual,yes,3,Does it live on water?,swan:nonvisual:yes:3
swan,nonvisual,yes,4,Does it lay eggs?,swan:nonvisual:yes:4
swan,visual,no,1,Does it have a hump?,swan:visual:no:1
swan,visual,no,2,Does it have a tail?,swan:visual:no:2
swan,visual,no,3,Does it have four legs?,swan:visual:no:3
swan,visual,no,4,Is it made of wood?,swan:visual:no:4
swan,visual,yes,1,Does it have a long neck?,swan:visual:yes:1
swan,visual,yes,2,Does it have a beak?,swan:visual:yes:2
swan,visual,yes,3,Does it have feathers?,swan:visual:yes:3
swan,visual,yes,4,Does it have wings?,swan:visual:yes:4
table,nonvisual,no,1,Is it an animal?,table:nonvisual:no:1
table,nonvisual,no,2,Is it a mammal?,table:nonvisual:no:2
table,nonvisual,no,3,Is it healthy?,table:nonvisual:no:3
table,nonvisual,no,4,Does it grow in Hawaii?,table:nonvisual:no:4
table,nonvisual,yes,1,Is it used for eating on?,table:nonvisual:yes:1
table,nonvisual,yes,2,Is it found in kitchens?,table:nonvisual:yes:2
table,nonvisual,yes,3,Is it found in dining rooms?,table:nonvisual:yes:3
table,nonvisual,yes,4,Is it furniture?,table:nonvisual:yes:4
table,visual,no,1,Does it have a neck?,table:visual:no:1
table,visual,no,2,Is it round?,table:visual:no:2
table,visual,no,5,Does it have a nose?,table:visual:no:5
table,visual,no,3,Does it have a tail?,table:visual:no:3
table,visual,no,4,Does it have a skin?,table:visual:no:4
table,visual,yes,1,Is it made of wood?,table:visual:yes:1
table,visual,yes,3,Does it have legs?,table:visual:yes:3
table,visual,yes,4,Is it flat?,table:visual:yes:4
tiger,nonvisual,no,1,Is it used for sitting on?,tiger:nonvisual:no:1
tiger,nonvisual,no,2,Does it taste sweet?,tiger:nonvisual:no:2
tiger,nonvisual,no,3,Does it grow underground?,tiger:nonvisual:no:3
tiger,nonvisual,no,4,Is it worn in winter?,tiger:nonvisual:no:4
tiger,nonvisual,no,5,Is it used for relaxing?,tiger:nonvisual:no:5
tiger,nonvisual,yes,1,Is it a carnivore?,tiger:nonvisual:yes:1
tiger,nonvisual,yes,2,Is it an animal?,tiger:nonvisual:yes:2
tiger,nonvisual,yes,4,Does it live in zoos?,tiger:nonvisual:yes:4
tiger,nonvisual,yes,5,Does it live in India?,tiger:nonvisual:yes:5
tiger,visual,no,1,Is it black?,tiger:visual:no:1
tiger,visual,no,2,Is it brown?,tiger:visual:no:2
tiger,visual,no,3,Does it have large ears?,tiger:visual:no:3
tiger,visual,no,4,Is it yellow inside?,tiger:visual:no:4
tiger,visual,no,5,Does it have warts?,tiger:visual:no:5
tiger,visual,yes,1,Does it have stripes?,tiger:visual:yes:1
tiger,visual,yes,2,Does it have teeth?,tiger:visual:yes:2
tiger,visual,yes,3,Is it orange?,tiger:visual:yes:3
tiger,visual,yes,4,Does it have whiskers?,tiger:visual:yes:4
tiger,visual,yes,5,Does it have large teeth?,tiger:visual:yes:5
toad,nonvisual,no,1,Does it bark?,toad:nonvisual:no:1
toad,nonvisual,no,2,Does it run fast?,toad:nonvisual:no:2
toad,nonvisual,no,3,Is it furry?,toad:nonvisual:no:3
toad,nonvisual,no,4,Does it taste good?,toad:nonvisual:no:4
toad,nonvisual,yes,1,Does it eat?,toad:nonvisual:yes:1
toad,nonvisual,yes,2,Does it hop?,toad:nonvisual:yes:2
toad,nonvisual,yes,3,Is it an amphibian?,toad:nonvisual:yes:3
toad,nonvisual,yes,4,Does it eat insects?,toad:nonvisual:yes:4
toad,visual,no,1,Does it have handle bars?,toad:visual:no:1
toad,visual,no,2,Does it have a peel?,toad:visual:no:2
toad,visual,no,3,Does it have a tail?,toad:visual:no:3
toad,visual,no,4,Does it have whiskers?,toad:visual:no:4
toad,visual,yes,1,Is it green?,toad:visual:yes:1
toad,visual,yes,3,Is it small?,toad:visual:yes:3
toad,visual,yes,4,Does it have a long tongue?,toad:visual:yes:4
train,nonvisual,no,1,Is it a fruit?,train:nonvisual:no:1
train,nonvisual,no,2,Does it grow in tropical climates?,train:nonvisual:no:2
train,nonvisual,no,3,Does it live in the Arctic?,train:nonvisual:no:3
train,nonvisual,no,4,Does it produce offspring?,train:nonvisual:no:4
train,nonvisual,yes,1,Is it used for freight?,train:nonvisual:yes:1
train,nonvisual,yes,2,Is it used for transportation?,train:nonvisual:yes:2
train,nonvisual,yes,3,Does it require a conductor?,train:nonvisual:yes:3
train,nonvisual,yes,4,Is it loud?,train:nonvisual:yes:4
train,visual,no,1,Is it green?,train:visual:no:1
train,visual,no,2,Does it have a zipper?,train:visual:no:2
train,visual,no,3,Does it have a beak?,train:visual:no:3
train,visual,no,4,Does it have long legs?,train:visual:no:4
train,visual,yes,1,Does it have a caboose?,train:visual:yes:1
train,visual,yes,2,Does it have an engine?,train:visual:yes:2
train,visual,yes,3,Does it have many cars?,train:visual:yes:3
train,visual,yes,4,Is it made of metal?,train:visual:yes:4
zebra,nonvisual,no,1,Does it eat garbage?,zebra:nonvisual:no:1
zebra,nonvisual,no,2,Is it used for eating on?,zebra:nonvisual:no:2
zebra,nonvisual,no,3,Is it eaten by rabbits?,zebra:nonvisual:no:3
zebra,nonvisual,no,4,Does it live in water?,zebra:nonvisual:no:4
zebra,nonvisual,no,5,Does it live in jungles?,zebra:nonvisual:no:5
zebra,nonvisual,yes,1,Is it an animal?,zebra:nonvisual:yes:1
zebra,nonvisual,yes,2,Does it run fast?,zebra:nonvisual:yes:2
zebra,nonvisual,yes,3,Does it live in Africa?,zebra:nonvisual:yes:3
zebra,nonvisual,yes,4,Does it travel in herds?,zebra:nonvisual:yes:4
zebra,visual,no,1,Is it red?,zebra:visual:no:1
zebra,visual,no,2,Does it have antennae?,zebra:visual:no:2
zebra,visual,yes,1,Does it have stripes?,zebra:visual:yes:1
zebra,visual,yes,2,Does it have four legs?,zebra:visual:yes:2
zebra,visual,yes,3,Does it have hooves?,zebra:visual:yes:3
zebra,visual,yes,5,Does it have jaws?,zebra:visual:yes:5
zebra,visual,yes,4,Does it have a mane?,zebra:visual:yes:4
